,Team/Year,eFGPct,TOPct,ORPct,FTRate
175,2025 Middle Tennessee,48.6425339366516,16.6510223237971,29.7029702970297,30.5429864253394
176,2025 Milwaukee,50.5988023952096,17.6307860648979,26.1306532663317,33.0838323353293
177,2025 Minnesota,49.9260901699926,16.3841310730486,30.8641975308642,31.3377679231338
178,2025 Mississippi,48.3766233766234,21.3716839511832,30.1478953356086,38.1673881673882
179,2025 Mississippi St.,51.0568513119534,19.5497852372136,29.75495915986,33.9650145772595
180,2025 Mississippi Valley St.,59.3260188087774,14.7938197780927,39.6870554765292,39.4984326018809
181,2025 Missouri,48.2443306510607,21.1838660555551,31.1688311688312,32.5530358449159
182,2025 Missouri St.,55.0354051927616,19.606924866139,29.6896086369771,39.1030684500393
183,2025 Monmouth,50.946585530764,16.8501509130784,34.6801346801347,38.2014874915483
184,2025 Montana,53.6979969183359,15.6953106085272,30.4407713498623,30.5855161787365
185,2025 Montana St.,49.2407809110629,15.7265803974986,29.3251533742331,33.2610267534346
186,2025 Morehead St.,50.4,13.9335384082145,25.9158751696065,31.2
187,2025 Morgan St.,53.9440203562341,16.3255032048689,35.4700854700855,42.069550466497
188,2025 Mount St. Mary's,49.7752808988764,17.2391275956641,29.8892988929889,27.4157303370787
189,2025 Murray St.,51.7699115044248,17.5731903887244,26.6414141414141,35.1032448377581
190,2025 N.C. State,50.7507507507508,19.2208246815755,32.9048843187661,29.7297297297297
191,2025 NJIT,49.2046276211135,13.3624647731231,32.037691401649,38.9009399855387
192,2025 Navy,52.3021582733813,16.786391672516,26.555023923445,34.1007194244604
193,2025 Nebraska,49.7231833910035,17.9673672155043,27.7901785714286,26.7128027681661
194,2025 Nebraska Omaha,54.1945063103192,15.3271852262965,25.253807106599,37.5649591685226
195,2025 Nevada,51.1572226656026,19.3270499229143,25.5483870967742,37.5099760574621
196,2025 New Hampshire,54.2372881355932,16.0536814803652,31.074168797954,33.3087693441415
197,2025 New Mexico,48.4880450070323,20.3098227086757,25.5225522552255,34.8101265822785
198,2025 New Mexico St.,47.918473547268,14.6970578188901,29.8866855524079,38.0745880312229
199,2025 New Orleans,54.4465174129353,16.6048000906747,37.0249728555917,27.1144278606965
200,2025 Niagara,53.0024019215372,17.4843620468762,26.7955801104972,29.2233787029624
201,2025 Nicholls,48.3412322274881,16.5584658481642,31.73198482933,39.7314375987362
202,2025 Norfolk St.,50.0,18.9056663893364,35.1902173913044,34.5317725752508
203,2025 North Alabama,50.5502567865004,16.941730954485,29.8181818181818,28.3932501834189
204,2025 North Carolina,49.6499045194144,15.2721207986161,27.8427205100956,30.1718650541057
205,2025 North Carolina A&T,51.7964071856287,15.285688039684,32.6857142857143,31.2042581503659
206,2025 North Carolina Central,55.2130553037171,21.945119272799,39.6774193548387,45.6029011786038
207,2025 North Dakota,57.8947368421053,15.2610192623841,29.4197031039136,32.5292397660819
208,2025 North Dakota St.,51.2982456140351,10.3062522422622,28.4325637910085,26.5964912280702
209,2025 North Florida,54.3463835434638,14.4662270933028,34.1666666666667,33.178500331785
210,2025 North Texas,47.5655430711611,19.9380203860658,27.1513353115727,38.5767790262172
211,2025 Northeastern,50.3827418232429,17.3196120881402,30.635838150289,31.9415448851775
212,2025 Northern Arizona,52.9411764705882,13.2551888247477,22.9137199434229,35.2100840336134
213,2025 Northern Colorado,53.3623417721519,15.2992059905752,23.0027548209366,36.0759493670886
214,2025 Northern Illinois,53.5452322738386,17.3069800329977,31.7997293640054,40.1792991035045
215,2025 Northern Iowa,51.8355359765051,17.9219116705782,25.5240443896424,29.5888399412628
216,2025 Northern Kentucky,52.9569892473118,20.5940848142683,32.2537112010796,28.2642089093702
217,2025 Northwestern,50.989010989011,19.8952106855583,29.7029702970297,36.8498168498168
218,2025 Northwestern St.,49.8406374501992,17.2080165860401,31.5315315315315,31.792828685259
219,2025 Notre Dame,50.9875640087783,15.4271872819773,25.7107540173053,29.5537673738113
220,2025 Oakland,51.5098314606742,16.7620827978346,34.052757793765,28.1601123595506
221,2025 Ohio,52.086383601757,18.1766201718353,28.8343558282209,36.090775988287
222,2025 Ohio St.,46.8814968814969,16.7377073596267,28.555431131019,40.6791406791407
223,2025 Oklahoma,50.0724112961622,19.4381533754293,32.3636363636364,34.3229543808834
224,2025 Oklahoma St.,53.9640987284966,20.4126782790814,26.8542199488491,36.7240089753179
225,2025 Old Dominion,51.1329305135952,15.411752273965,31.8804483188045,36.178247734139
226,2025 Oral Roberts,55.7193923145666,14.0453994637558,34.1977309562399,39.3208221626452
227,2025 Oregon,49.6328437917223,17.8676586760122,29.5632698768197,28.7716955941255
228,2025 Oregon St.,50.1132930513595,17.3262826745078,27.0,31.4199395770393
229,2025 Pacific,53.4957627118644,15.8718495113528,29.5620437956204,38.0649717514124
230,2025 Penn,52.0935960591133,14.6835727529826,32.618025751073,25.2052545155993
231,2025 Penn St.,52.3630136986301,20.5708840715777,29.7169811320755,29.3150684931507
232,2025 Pepperdine,51.6016713091922,16.3572126587988,27.7511961722488,27.7855153203343
233,2025 Pittsburgh,50.9775524981897,17.951231466732,29.8669891172914,31.2092686459088
234,2025 Portland,55.349932705249,13.174804725076,30.1470588235294,23.7550471063257
235,2025 Portland St.,51.6006739679865,20.3395673532707,31.8758815232722,34.6251053074979
236,2025 Prairie View A&M,56.8634686346863,20.3906721618137,39.7834912043302,43.9114391143911
237,2025 Presbyterian,53.8583929992045,17.7299143054142,31.4713896457766,38.1066030230708
238,2025 Princeton,51.7009847806625,17.8584498280026,25.2679938744257,33.1244404655327
239,2025 Providence,47.5806451612903,13.54324366652,28.9699570815451,33.9381720430108
240,2025 Purdue,50.3531073446328,19.3825527297591,30.1775147928994,29.0254237288136
241,2025 Purdue Fort Wayne,54.0094339622642,20.0494195664876,33.1719128329298,29.3126684636119
242,2025 Queens,51.3204853675946,15.9221719317929,28.7933094384707,31.8344039971449
243,2025 Quinnipiac,48.9877078814172,17.7495844706385,27.2174969623329,29.645697758496
244,2025 Radford,51.8341892883346,16.8949422297039,29.4188861985472,37.6375641966251
245,2025 Rhode Island,48.0796089385475,15.990672107937,28.1001137656428,29.7486033519553
246,2025 Rice,47.3608098336949,14.930384738523,28.7640449438202,35.7917570498915
247,2025 Richmond,52.9944838455477,15.5265711607099,27.8364116094987,37.4310480693459
248,2025 Rider,53.0412744388125,15.7396270600511,30.6832298136646,27.6611151339609
249,2025 Robert Morris,50.4993342210386,19.6847702759969,28.8268156424581,30.5592543275632
250,2025 Rutgers,51.4454664914586,16.9571093249876,30.939226519337,30.4862023653088
251,2025 SIUE,47.3515248796148,17.6514509593362,28.3208020050125,34.6709470304976
252,2025 SMU,46.5529010238908,17.6114474408365,30.793991416309,31.1262798634812
253,2025 Sacramento St.,53.5299374441466,17.3455836517874,29.0322580645161,41.6443252904379
254,2025 Sacred Heart,53.2600454890068,17.5349202112602,27.8709677419355,28.0515542077331
255,2025 Saint Francis,52.0721412125863,16.0877147601445,30.3947368421053,30.3914044512663
256,2025 Saint Joseph's,46.6759002770083,16.4246429588335,26.1415525114155,26.4542936288089
257,2025 Saint Louis,47.3630136986301,14.425814615628,29.7566371681416,24.3835616438356
258,2025 Saint Mary's,45.9235209235209,17.7211856464592,25.8519388954172,25.3968253968254
259,2025 Saint Peter's,48.1909547738693,18.3073842507458,31.36,42.2110552763819
260,2025 Sam Houston St.,53.2984714400644,17.3583229399805,32.9639889196676,35.076427996782
261,2025 Samford,51.5942028985507,21.5843557055277,34.2042755344418,38.6231884057971
262,2025 San Diego,52.5586353944563,18.1618825381653,31.1840562719812,46.8372423596304
263,2025 San Diego St.,44.4492254733219,19.6473060316166,31.2101910828025,38.5542168674699
264,2025 San Francisco,48.1746599856836,19.1370810116981,28.0046674445741,34.5740873299928
265,2025 San Jose St.,51.3305322128852,16.7637075011405,32.7790973871734,28.921568627451
266,2025 Santa Clara,48.9177489177489,16.9715976097455,28.3851554663992,32.0964749536178
267,2025 Seattle,53.985828166519,19.0521552750655,25.7274119448698,33.9238263950399
268,2025 Seton Hall,54.2949756888169,21.585482330468,30.3072625698324,37.1961102106969
269,2025 Siena,51.1029411764706,18.220052686319,30.0907911802853,32.3529411764706
270,2025 South Alabama,48.1936971560338,20.6752925236068,30.7873090481786,23.8278247501922
271,2025 South Carolina,49.9276934201012,15.8363168191273,27.6029055690073,30.0795372378886
272,2025 South Carolina St.,51.4804202483286,22.4111350922786,31.3178294573643,50.9073543457498
273,2025 South Dakota,55.2280701754386,17.5125225177291,37.0828182941904,33.9649122807018
274,2025 South Dakota St.,49.886449659349,13.3520218428707,22.1260815822002,30.885692657078
275,2025 South Florida,49.492385786802,17.9384636722994,32.8931572629052,35.9680928208847
276,2025 Southeast Missouri,48.7220447284345,18.8830162638604,28.8590604026846,44.1693290734824
277,2025 Southeastern Louisiana,49.8427672955975,18.5949918127721,28.9731051344743,38.8364779874214
278,2025 Southern,50.4325259515571,20.9059233449477,29.1784702549575,42.4740484429066
279,2025 Southern Illinois,52.5179856115108,16.1744661517492,28.7104622871046,33.7410071942446
280,2025 Southern Indiana,52.2012578616352,16.6832174776564,30.7096774193548,36.8710691823899
281,2025 Southern Miss,50.3380662609872,16.0009275900052,29.8342541436464,33.6037863421231
282,2025 Southern Utah,49.8466257668712,15.1278971711854,32.5945241199478,31.2116564417178
283,2025 St. Bonaventure,50.4008746355685,18.8006133314841,25.8024691358025,23.5422740524781
284,2025 St. John's,46.5995836224844,22.1389287841104,28.4632034632035,30.0485773768217
285,2025 St. Thomas,53.1602708803612,18.7644655700017,32.1019108280255,36.1926260346125
286,2025 Stanford,50.072939460248,17.5864383773855,26.6749379652605,37.272064186725
287,2025 Stephen F. Austin,47.6537216828479,21.2187432231805,33.4190231362468,35.5987055016181
288,2025 Stetson,52.7152317880795,13.2440084786409,35.3279631760644,27.0860927152318
289,2025 Stonehill,50.3499222395023,17.0743720242981,29.6632124352332,34.447900466563
290,2025 Stony Brook,56.4432989690722,15.1745554079362,31.3394018205462,30.6332842415317
291,2025 Syracuse,52.3127035830619,13.7397057788414,25.8028792912514,31.3355048859935
292,2025 TCU,50.5965697240865,19.8119413380799,29.9354838709677,28.2624906785981
293,2025 Tarleton St.,53.7320143884892,23.0348985468086,34.841628959276,48.6510791366906
294,2025 Temple,50.7367716008037,15.8064004384257,31.4031180400891,35.5659745478902
295,2025 Tennessee,43.0496453900709,19.4032582829947,28.9010989010989,27.4468085106383
296,2025 Tennessee Martin,52.0456333595594,18.9193156426859,30.4737516005122,33.9889850511408
297,2025 Tennessee St.,49.7430249632893,17.7312231963262,31.2056737588652,39.4273127753304
298,2025 Tennessee Tech,48.494983277592,14.970154438935,34.2312008978676,21.8060200668896
299,2025 Texas,48.2626824183461,17.5531290360456,29.2410714285714,33.8429464906185
300,2025 Texas A&M,47.0633104500381,20.9543472566753,28.3671036948748,33.9435545385202
301,2025 Texas A&M Corpus Chris,51.5052888527258,18.9627692181944,31.2084993359894,41.8226200162734
302,2025 Texas Southern,49.6884735202492,19.5041594596821,35.8116480793061,36.8380062305296
303,2025 Texas St.,51.301684532925,16.3764675895688,31.0643564356436,41.1944869831547
304,2025 Texas Tech,47.98682284041,18.7146623588399,28.8757396449704,32.9428989751098
305,2025 The Citadel,53.6637931034483,15.3130160636541,33.3333333333333,33.7931034482759
306,2025 Toledo,54.810393258427,15.1013749708693,29.9748110831234,25.9129213483146
307,2025 Towson,49.7739261492087,17.6417091210534,29.1457286432161,30.1431801055011
308,2025 Troy,48.6143187066975,20.5667313470718,31.3054499366286,26.8668206312548
309,2025 Tulane,47.877358490566,18.4586679105721,31.4606741573034,33.6477987421384
310,2025 Tulsa,50.3196022727273,14.8088884705587,30.6620209059233,31.1789772727273
311,2025 UAB,51.4245014245014,15.4247196557203,29.0441176470588,29.985754985755
312,2025 UC Davis,47.7537437603993,23.1610199378327,33.989501312336,40.6821963394343
313,2025 UC Irvine,45.3665283540802,17.7450965497334,25.6742179072276,21.1618257261411
314,2025 UC Riverside,51.0677466863034,15.5181150240689,28.8029925187032,32.179675994109
315,2025 UC San Diego,50.304347826087,23.8371019455775,27.4261603375527,32.3478260869565
316,2025 UC Santa Barbara,48.4120521172638,17.0541832806863,27.6041666666667,31.9218241042345
317,2025 UCF,51.8787079762689,18.297663780428,33.7931034482759,30.6526038233355
318,2025 UCLA,49.9606608969316,24.0224169583993,29.296875,36.9000786782061
319,2025 UMBC,52.9202279202279,17.6199023380858,33.6658354114713,27.2792022792023
320,2025 UMass Lowell,50.0740740740741,14.5081566206117,31.453634085213,25.7037037037037
321,2025 UNC Asheville,52.8219395866455,17.4299158327258,33.8255033557047,39.7456279809221
322,2025 UNC Greensboro,47.8797224363917,16.902499179286,30.1955990220049,31.2259059367772
323,2025 UNC Wilmington,50.5647590361446,18.2758206083925,28.9156626506024,30.7228915662651
324,2025 UNLV,50.3586800573888,18.9431478609525,32.0231213872832,33.2137733142037
