,Team/Year,FT,2PT,3PT,FTagainst,2PTagainst,3Ptagainst
3664,2014 Hawaii,23.1176,55.4822,21.4003,22.374,51.6251,26.0009
3665,2014 High Point,18.7747,54.249,26.9763,18.7589,52.108,29.1331
3666,2014 Hofstra,23.4956,46.1062,30.3982,21.3753,48.5501,30.0746
3667,2014 Holy Cross,22.7492,48.6605,28.5903,18.2228,52.9544,28.8227
3668,2014 Houston,19.9147,52.9638,27.1215,19.4271,54.5455,26.0274
3669,2014 Houston Baptist,22.4201,55.4217,22.1582,22.6407,54.2313,23.128
3670,2014 Howard,28.5332,45.9315,25.5353,27.3136,44.9236,27.7628
3671,2014 Idaho,23.4998,49.9371,26.5632,21.3592,53.8835,24.7573
3672,2014 Idaho St.,24.6006,51.4377,23.9617,18.3472,44.0748,37.578
3673,2014 Illinois,19.7509,52.2242,28.0249,18.9798,50.5515,30.4688
3674,2014 Illinois Chicago,23.2595,50.9494,25.7911,24.5994,49.6701,25.7304
3675,2014 Illinois St.,23.3096,45.4626,31.2278,22.5892,46.2351,31.1757
3676,2014 Incarnate Word,21.7014,51.2153,27.0833,22.2719,50.0894,27.6386
3677,2014 Indiana,24.9135,52.2491,22.8374,21.5541,53.1915,25.2544
3678,2014 Indiana St.,23.7606,48.7718,27.4676,23.4807,49.7238,26.7956
3679,2014 Iona,19.1513,44.1785,36.6703,16.5625,57.8906,25.5469
3680,2014 Iowa,24.5444,54.1465,21.309,20.8531,49.5476,29.5993
3681,2014 Iowa St.,18.8692,50.92,30.2108,19.0814,51.9044,29.0142
3682,2014 IPFW,20.0162,49.3517,30.6321,18.1082,55.8159,26.0758
3683,2014 IUPUI,20.4694,59.7162,19.8144,18.6141,57.337,24.0489
3684,2014 Jackson St.,24.3998,57.8148,17.7854,27.4519,44.6739,27.8742
3685,2014 Jacksonville,23.1636,51.714,25.1224,19.7051,51.2064,29.0885
3686,2014 Jacksonville St.,23.0146,50.8914,26.094,24.0117,53.5871,22.4012
3687,2014 James Madison,26.2111,50.6884,23.1005,23.9437,44.2254,31.831
3688,2014 Kansas,24.0593,55.4269,20.5137,24.6536,48.5738,26.7726
3689,2014 Kansas St.,21.3158,52.6316,26.0526,25.5211,51.9685,22.5104
3690,2014 Kennesaw St.,20.9076,51.5397,27.5527,25.6131,52.861,21.5259
3691,2014 Kent St.,20.8955,47.2015,31.903,25.9813,48.785,25.2336
3692,2014 Kentucky,26.1029,53.5428,20.3543,21.651,53.3583,24.9906
3693,2014 La Salle,23.0,51.7143,25.2857,19.5755,57.6415,22.783
3694,2014 Lafayette,18.9873,50.0703,30.9423,19.4162,49.801,30.7828
3695,2014 Lamar,24.088,61.3693,14.5427,18.6799,56.0828,25.2373
3696,2014 Lehigh,19.1419,52.711,28.1471,18.396,52.9225,28.6815
3697,2014 Liberty,19.55,56.0,24.45,21.2398,47.1889,31.5714
3698,2014 Lipscomb,24.1316,39.3967,36.4717,23.8472,46.3768,29.776
3699,2014 LIU Brooklyn,21.5385,47.0192,31.4423,16.4147,51.5767,32.0086
3700,2014 Long Beach St.,17.4268,56.9371,25.6361,20.8864,51.3909,27.7228
3701,2014 Longwood,19.3273,55.8462,24.8265,23.1846,46.6317,30.1837
3702,2014 Louisiana Lafayette,22.2353,50.8461,26.9185,23.3292,53.5465,23.1242
3703,2014 Louisiana Monroe,19.1052,55.8646,25.0302,20.3352,50.5028,29.162
3704,2014 Louisiana Tech,21.5422,49.7234,28.7344,21.9908,56.1433,21.8659
3705,2014 Louisville,20.2802,50.9006,28.8192,22.9204,54.5133,22.5664
3706,2014 Loyola Chicago,20.4253,52.1266,27.4481,22.3993,51.7338,25.8669
3707,2014 Loyola Marymount,22.6726,58.8864,18.441,23.3124,53.1656,23.522
3708,2014 Loyola MD,23.5294,54.0107,22.4599,22.1315,49.0639,28.8046
3709,2014 LSU,18.622,54.0945,27.2835,22.4928,51.2588,26.2485
3710,2014 Maine,19.0909,54.8485,26.0606,20.1282,54.359,25.5128
3711,2014 Manhattan,26.6142,48.8189,24.5669,28.9485,49.762,21.2895
3712,2014 Marist,23.596,47.9471,28.4568,20.6897,50.9628,28.3475
3713,2014 Marquette,24.0693,55.9307,20.0,20.9186,46.2028,32.8786
3714,2014 Marshall,21.958,53.1469,24.8951,21.7314,54.1722,24.0964
3715,2014 Maryland,20.2643,49.8678,29.8678,23.1764,49.9538,26.8698
3716,2014 Maryland Eastern Shore,25.3942,47.1996,27.4062,22.29,51.2435,26.4664
3717,2014 Massachusetts,20.9832,57.7938,21.223,21.234,57.7021,21.0638
3718,2014 McNeese St.,20.743,49.5356,29.7214,20.0635,49.0241,30.9124
3719,2014 Memphis,19.7772,59.2121,21.0107,18.5425,58.8185,22.6391
3720,2014 Mercer,20.3236,47.8295,31.8469,23.4744,48.196,28.3296
3721,2014 Miami FL,20.6506,51.8482,27.5012,17.9735,48.2688,33.7576
3722,2014 Miami OH,21.3776,56.7347,21.8878,17.4224,47.6372,34.9403
3723,2014 Michigan,19.2617,45.7602,34.9781,16.4867,58.4718,25.0415
3724,2014 Michigan St.,17.9443,49.9652,32.0906,24.2874,45.3633,30.3493
3725,2014 Middle Tennessee,22.7144,54.0999,23.1857,24.3077,50.4615,25.2308
3726,2014 Milwaukee,25.0421,44.5286,30.4293,21.7571,54.1235,24.1194
3727,2014 Minnesota,22.1125,47.5684,30.3191,23.1045,48.0447,28.8508
3728,2014 Mississippi,22.2401,46.5753,31.1845,23.625,45.75,30.625
3729,2014 Mississippi St.,22.829,56.4906,20.6804,18.6995,53.3787,27.9218
3730,2014 Mississippi Valley St.,21.0315,51.4772,27.4912,23.4573,56.1285,20.4142
3731,2014 Missouri,27.5362,48.727,23.7368,21.2618,47.2757,31.4625
3732,2014 Missouri St.,22.5585,46.7675,30.674,21.969,48.4959,29.5351
3733,2014 Monmouth,21.6938,54.2572,24.0489,24.5937,43.1993,32.207
3734,2014 Montana,22.0521,46.2481,31.6998,22.4858,54.4611,23.0531
3735,2014 Montana St.,22.5806,51.7187,25.7007,20.7185,49.9016,29.3799
3736,2014 Morehead St.,27.6107,50.4595,21.9298,26.6667,48.7473,24.586
3737,2014 Morgan St.,21.4447,59.5937,18.9616,23.5031,51.832,24.6649
3738,2014 Mount St. Mary's,20.8466,43.6901,35.4633,19.1348,62.7436,18.1216
3739,2014 Murray St.,22.2041,48.6377,29.1582,19.3256,57.847,22.8275
3740,2014 Navy,16.7828,49.5935,33.6237,23.1414,46.3874,30.4712
3741,2014 Nebraska,23.912,49.6958,26.3921,24.3165,48.9209,26.7626
3742,2014 Nebraska Omaha,23.2721,50.7437,25.9843,20.625,55.8036,23.5714
3743,2014 Nevada,22.0207,50.2591,27.7202,23.2234,48.4772,28.2995
3744,2014 New Hampshire,20.4144,42.2913,37.2943,25.1733,49.0667,25.76
3745,2014 New Mexico,24.841,51.6693,23.4897,20.1512,47.4199,32.4288
3746,2014 New Mexico St.,25.757,54.0561,20.1869,21.9595,57.7703,20.2703
3747,2014 New Orleans,27.864,50.4773,21.6587,21.9013,54.937,23.1618
3748,2014 Niagara,26.0064,53.9452,20.0483,24.474,50.2769,25.2492
3749,2014 Nicholls St.,20.2738,52.554,27.1722,29.4347,50.6823,19.883
3750,2014 NJIT,22.5073,46.8805,30.6122,24.8508,45.0353,30.1139
3751,2014 Norfolk St.,20.794,55.3875,23.8185,24.2509,45.412,30.3371
3752,2014 North Carolina,21.1982,61.9816,16.8203,22.8078,50.5059,26.6863
3753,2014 North Carolina A&T,32.2823,43.2432,24.4745,27.2169,43.8104,28.9728
3754,2014 North Carolina Central,26.4045,52.7226,20.8729,25.9585,46.2176,27.8238
3755,2014 North Carolina St.,19.5627,61.6947,18.7427,24.2013,52.3163,23.4824
3756,2014 North Dakota,22.3695,54.1488,23.4816,24.5484,55.7471,19.7044
3757,2014 North Dakota St.,22.4177,57.5553,20.0271,23.2856,46.0779,30.6364
3758,2014 North Florida,22.3218,48.2303,29.4479,20.5791,56.3029,23.118
3759,2014 North Texas,23.2771,54.4578,22.2651,22.6833,51.7289,25.5878
3760,2014 Northeastern,22.9967,54.8127,22.1906,18.3265,54.3884,27.2851
3761,2014 Northern Arizona,19.6992,56.5745,23.7263,21.2207,47.7934,30.9859
3762,2014 Northern Colorado,19.5392,56.4055,24.0553,21.5872,50.6377,27.7752
3763,2014 Northern Illinois,28.8145,50.2924,20.8931,25.0128,46.8478,28.1394
3764,2014 Northern Iowa,20.8756,43.871,35.2535,20.8393,48.8317,30.329
3765,2014 Northern Kentucky,19.9609,46.5753,33.4638,24.2877,48.5753,27.137
3766,2014 Northwestern,21.2322,45.6212,33.1466,21.5208,53.9455,24.5337
3767,2014 Northwestern St.,22.2357,57.3043,20.46,21.6592,51.7368,26.604
3768,2014 Notre Dame,17.2384,53.0612,29.7004,18.9991,51.1072,29.8937
3769,2014 Oakland,21.3848,43.9089,34.7064,21.0505,46.4506,32.499
3770,2014 Ohio,19.0086,49.961,31.0304,24.1436,51.8366,24.0198
3771,2014 Ohio St.,22.4507,52.8783,24.6711,18.9771,56.2141,24.8088
3772,2014 Oklahoma,22.2263,46.1538,31.6198,21.6906,50.0797,28.2297
3773,2014 Oklahoma St.,25.4032,48.3138,26.283,23.3404,49.8943,26.7653
3774,2014 Old Dominion,20.3808,54.9546,24.6646,23.8587,48.4927,27.6486
3775,2014 Oral Roberts,23.0804,57.0009,19.9187,23.4779,52.0295,24.4926
3776,2014 Oregon,24.0388,48.1495,27.8117,25.6644,50.7735,23.5621
3777,2014 Oregon St.,24.6598,53.4433,21.8969,20.2479,52.9752,26.7769
3778,2014 Pacific,23.625,49.75,26.625,26.0408,42.8571,31.102
3779,2014 Penn,21.0884,56.9335,21.978,26.2053,43.7232,30.0716
3780,2014 Penn St.,23.2046,50.6434,26.1519,26.34,44.3886,29.2714
3781,2014 Pepperdine,21.0824,51.6706,27.2471,20.5599,51.2162,28.224
3782,2014 Pittsburgh,23.7046,55.0657,21.2297,21.624,50.7851,27.5908
3783,2014 Portland,22.1745,53.2015,24.624,23.7797,48.2759,27.9445
3784,2014 Portland St.,21.9319,51.6099,26.4582,21.9246,55.1975,22.8779
3785,2014 Prairie View A&M,21.8833,49.6021,28.5146,24.6667,51.6863,23.6471
3786,2014 Presbyterian,17.2324,55.9791,26.7885,15.4911,52.7045,31.8044
3787,2014 Princeton,20.6981,40.8063,38.4956,22.2163,54.7682,23.0155
3788,2014 Providence,25.3313,49.1816,25.4871,19.1977,57.7159,23.0864
3789,2014 Purdue,21.2803,55.8824,22.8374,23.8988,49.5421,26.5591
3790,2014 Quinnipiac,26.8941,52.5188,20.5871,20.9559,54.902,24.1422
3791,2014 Radford,21.1262,54.5828,24.291,20.9504,54.6281,24.4215
3792,2014 Rhode Island,23.728,55.7299,20.5421,23.4988,56.9267,19.5745
3793,2014 Rice,17.551,44.3149,38.1341,24.911,48.7036,26.3854
3794,2014 Richmond,22.1767,49.2714,28.5519,23.5814,53.1163,23.3023
3795,2014 Rider,24.8255,44.1536,31.0209,22.6201,47.6832,29.6967
3796,2014 Robert Morris,20.9024,47.7439,31.3536,20.6736,49.2451,30.0813
3797,2014 Rutgers,21.4702,53.2497,25.2801,24.0313,48.1451,27.8236
3798,2014 Sacramento St.,20.2406,52.9289,26.8305,24.4198,51.3623,24.218
3799,2014 Sacred Heart,20.7678,51.8964,27.3358,23.8856,48.8646,27.2498
3800,2014 Saint Joseph's,20.6741,48.4998,30.8261,18.1462,51.6971,30.1567
3801,2014 Saint Louis,22.1162,53.686,24.1977,21.5325,58.3899,20.0776
3802,2014 Saint Mary's,24.8553,45.9884,29.1563,22.618,56.8121,20.5699
3803,2014 Saint Peter's,24.4773,50.5864,24.9363,23.0996,49.5341,27.3664
3804,2014 Sam Houston St.,25.2774,47.1023,27.6202,25.9768,50.8373,23.1859
3805,2014 Samford,20.1624,59.054,20.7836,23.9431,49.7843,26.2726
3806,2014 San Diego,22.0501,48.2916,29.6583,21.0502,51.4155,27.5342
3807,2014 San Diego St.,24.5364,54.2475,21.216,19.9899,54.6559,25.3543
3808,2014 San Francisco,20.9394,52.0632,26.9974,21.868,48.7652,29.3669
3809,2014 San Jose St.,20.9786,37.6828,41.3386,23.6052,48.927,27.4678
3810,2014 Santa Clara,21.7693,46.6883,31.5424,25.0337,55.8202,19.1461
3811,2014 Savannah St.,21.5155,54.7566,23.7279,27.4043,51.8097,20.7859
3812,2014 Seattle,18.6518,48.6569,32.6913,26.2117,47.6756,26.1128
3813,2014 Seton Hall,22.8501,46.1916,30.9582,22.7789,50.4421,26.7789
3814,2014 Siena,24.6679,56.0911,19.241,27.1976,48.2344,24.568
3815,2014 SIU Edwardsville,19.7122,50.9353,29.3525,20.286,56.6577,23.0563
3816,2014 SMU,22.0404,58.0891,19.8706,23.0569,44.6374,32.3057
3817,2014 South Alabama,21.4626,43.2432,35.2941,22.531,52.3077,25.1613
3818,2014 South Carolina,25.7426,49.0745,25.183,28.4091,46.9697,24.6212
3819,2014 South Carolina St.,20.2189,56.106,23.6751,23.452,50.2194,26.3286
3820,2014 South Dakota,23.6434,48.948,27.4086,20.8608,48.0,31.1392
3821,2014 South Dakota St.,25.2296,47.6559,27.1145,21.2091,52.329,26.4618
3822,2014 South Florida,23.8571,62.2857,13.8571,19.5671,53.5336,26.8993
3823,2014 Southeast Missouri St.,19.9423,55.9539,24.1038,23.5589,46.8672,29.5739
3824,2014 Southeastern Louisiana,21.1356,48.5804,30.2839,22.8446,53.775,23.3804
3825,2014 Southern,19.8585,54.3709,25.7706,29.3426,46.6061,24.0513
3826,2014 Southern Illinois,22.4905,56.9129,20.5966,23.0553,46.298,30.6467
3827,2014 Southern Miss,25.9475,50.5623,23.4902,23.084,41.7359,35.1801
3828,2014 Southern Utah,23.0769,53.6615,23.2615,28.1892,49.8806,21.9302
3829,2014 St. Bonaventure,22.8831,57.91,19.2069,23.7354,49.2866,26.978
3830,2014 St. Francis NY,20.339,53.3898,26.2712,25.7074,52.5659,21.7266
3831,2014 St. Francis PA,18.0585,47.4948,34.4468,17.7674,55.7209,26.5116
3832,2014 St. John's,21.0154,58.5102,20.4744,22.4709,49.3286,28.2005
3833,2014 Stanford,23.5474,52.5994,23.8532,21.6524,49.4098,28.9377
3834,2014 Stephen F. Austin,21.4228,50.2412,28.336,25.5935,54.321,20.0855
3835,2014 Stetson,20.4071,54.6973,24.8956,20.1155,49.6448,30.2398
3836,2014 Stony Brook,21.6631,55.693,22.6439,23.7203,44.8812,31.3985
3837,2014 Syracuse,21.8953,56.4258,21.6789,20.328,44.9304,34.7416
3838,2014 TCU,26.8947,50.8421,22.2632,19.8438,53.0087,27.1475
3839,2014 Temple,18.9437,54.7359,26.3204,19.4135,56.6708,23.9157
3840,2014 Tennessee,23.1546,54.2347,22.6107,19.2204,55.914,24.8656
3841,2014 Tennessee Martin,20.7981,49.4836,29.7183,22.9832,53.4454,23.5714
3842,2014 Tennessee St.,24.1167,53.7634,22.1198,26.2385,49.5413,24.2202
3843,2014 Tennessee Tech,23.6648,52.5783,23.7569,27.2249,49.1013,23.6738
3844,2014 Texas,23.4796,55.9661,20.5543,23.3535,45.2525,31.3939
3845,2014 Texas A&M,20.6457,52.4784,26.8759,23.2319,49.9297,26.8384
3846,2014 Texas A&M Corpus Chris,21.969,58.6144,19.4166,23.3867,50.2517,26.3616
3847,2014 Texas Pan American,20.6776,57.1998,22.1226,23.9545,48.6364,27.4091
3848,2014 Texas Southern,25.3743,49.6155,25.0101,16.9288,56.8709,26.2003
3849,2014 Texas St.,19.0748,57.4529,23.4723,22.739,47.9587,29.3023
3850,2014 Texas Tech,22.1005,58.7215,19.1781,23.7443,48.0365,28.2192
3851,2014 The Citadel,20.4509,51.8519,27.6973,19.1919,53.2599,27.5482
3852,2014 Toledo,23.8812,54.2438,21.875,18.8912,53.3881,27.7207
3853,2014 Towson,26.7878,48.9135,24.2987,22.2037,52.474,25.3222
3854,2014 Troy,23.3933,44.5244,32.0823,17.8431,55.6863,26.4706
3855,2014 Tulane,26.5744,45.229,28.1966,21.4006,48.9778,29.6216
3856,2014 Tulsa,24.4435,51.639,23.9174,26.0548,45.498,28.4472
3857,2014 UAB,23.1137,56.5425,20.3438,18.0576,54.856,27.0864
3858,2014 UC Davis,20.4398,46.2769,33.2834,20.6127,53.3917,25.9956
3859,2014 UC Irvine,18.1297,56.9916,24.8787,24.8811,49.2864,25.8325
3860,2014 UC Riverside,23.7629,56.5979,19.6392,24.5463,49.0926,26.361
3861,2014 UC Santa Barbara,21.9697,48.7879,29.2424,22.0129,45.2099,32.7772
3862,2014 UCF,19.3237,52.5604,28.1159,18.8285,56.3459,24.8257
3863,2014 UCLA,20.9124,56.2105,22.8771,19.47,45.8525,34.6774
3864,2014 UMass Lowell,22.9787,44.3769,32.6444,20.0211,53.6714,26.3074
3865,2014 UMBC,22.8238,50.1062,27.0701,28.2051,44.4444,27.3504
3866,2014 UMKC,21.1548,54.3554,24.4898,22.7642,49.8645,27.3713
3867,2014 UNC Asheville,23.9355,48.7674,27.2972,21.5954,51.5646,26.84
3868,2014 UNC Greensboro,21.5676,56.1158,22.3165,24.8282,50.8475,24.3243
3869,2014 UNC Wilmington,19.3462,59.2712,21.3826,21.2827,50.6413,28.076
3870,2014 UNLV,20.8917,54.2675,24.8408,16.5896,59.7043,23.7061
3871,2014 USC,22.8375,58.2151,18.9474,21.3345,52.2737,26.3918
3872,2014 USC Upstate,20.5295,53.559,25.9115,22.7375,43.4939,33.7686
3873,2014 UT Arlington,23.1008,45.3132,31.586,21.7208,44.3695,33.9097
3874,2014 Utah,21.7333,53.0759,25.1908,20.5229,54.4647,25.0123
3875,2014 Utah St.,19.5214,50.7743,29.7044,20.2982,53.8721,25.8297
3876,2014 Utah Valley,22.9558,48.5526,28.4916,18.8253,54.5181,26.6566
3877,2014 UTEP,26.275,54.7359,18.9891,21.8765,49.684,28.4395
3878,2014 UTSA,27.3764,45.736,26.8876,21.3914,47.7993,30.8093
3879,2014 Valparaiso,24.5917,47.6902,27.7182,25.3171,47.9098,26.7731
3880,2014 Vanderbilt,21.6284,49.7502,28.6214,20.0295,53.248,26.7224
3881,2014 VCU,19.8171,50.4573,29.7256,21.7353,55.9159,22.3488
3882,2014 Vermont,24.0681,51.3576,24.5743,24.3786,49.2861,26.3353
3883,2014 Villanova,22.897,42.7009,34.4021,22.7775,48.0318,29.1906
3884,2014 Virginia,21.764,53.0012,25.2348,19.5631,50.8738,29.5631
3885,2014 Virginia Tech,20.7692,46.1538,33.0769,19.2104,46.702,34.0876
3886,2014 VMI,19.5951,50.4966,29.9083,20.7867,56.7682,22.445
3887,2014 Wagner,22.409,54.3417,23.2493,25.9854,49.3431,24.6715
3888,2014 Wake Forest,24.6087,53.7391,21.6522,22.0419,53.994,23.9641
3889,2014 Washington,22.1057,54.3624,23.5319,21.6736,58.7448,19.5816
3890,2014 Washington St.,20.712,43.3657,35.9223,23.0428,50.2216,26.7356
3891,2014 Weber St.,25.4344,44.305,30.2606,20.5972,60.4251,18.9777
3892,2014 West Virginia,21.8382,47.7612,30.4006,21.8002,50.9496,27.2502
3893,2014 Western Carolina,21.4759,49.757,28.7671,28.8605,49.89,21.2495
3894,2014 Western Illinois,21.2329,54.2964,24.4707,25.8065,48.2719,25.9217
3895,2014 Western Kentucky,22.286,45.1459,32.5681,24.082,51.3114,24.6066
3896,2014 Western Michigan,26.2009,49.4323,24.3668,20.6581,49.1773,30.1645
3897,2014 Wichita St.,24.4546,47.7612,27.7842,20.5643,49.737,29.6987
3898,2014 William & Mary,19.8575,44.3455,35.797,17.0644,53.4894,29.4462
3899,2014 Winthrop,22.397,44.1462,33.4567,23.134,50.9968,25.8693
3900,2014 Wisconsin,22.986,45.1128,31.9012,17.1875,60.1151,22.6974
3901,2014 Wofford,18.3789,55.7563,25.8647,21.4513,56.4619,22.0869
3902,2014 Wright St.,23.6025,48.4472,27.9503,25.0,49.6283,25.3717
3903,2014 Wyoming,23.7639,49.7477,26.4884,19.9687,52.0334,27.9979
3904,2014 Xavier,21.7035,56.9206,21.3759,21.114,48.7047,30.1813
3905,2014 Yale,27.487,49.5992,22.9137,22.5035,47.5387,29.9578
3906,2014 Youngstown St.,21.9197,47.6234,30.4569,22.3031,51.6158,26.081
3907,2013 Air Force,16.9261,46.3035,36.7704,19.3298,50.2186,30.4517
3908,2013 Akron,18.838,52.6408,28.5211,21.9029,52.8246,25.2725
3909,2013 Alabama,20.0183,54.2048,25.777,19.9221,53.775,26.303
3910,2013 Alabama A&M,20.9406,55.5431,23.5162,19.2629,58.1818,22.5553
3911,2013 Alabama St.,17.4711,56.873,25.6558,20.4493,50.5273,29.0234
3912,2013 Albany,22.9231,48.6895,28.3874,15.8738,54.1686,29.9576
3913,2013 Alcorn St.,21.9873,53.5941,24.4186,25.9312,49.5992,24.4696
3914,2013 American,18.7896,50.6052,30.6052,15.5532,48.7474,35.6994
3915,2013 Appalachian St.,20.9834,51.704,27.3126,19.2344,57.3724,23.3932
3916,2013 Arizona,21.0506,47.5486,31.4008,20.0809,51.4825,28.4367
3917,2013 Arizona St.,18.2325,51.9108,29.8567,17.5201,53.6606,28.8193
3918,2013 Arkansas,19.5929,55.9796,24.4275,22.9687,49.3872,27.6441
3919,2013 Arkansas Little Rock,23.6739,53.3399,22.9862,23.4063,48.3349,28.2588
3920,2013 Arkansas Pine Bluff,18.883,55.7447,25.3723,21.5215,46.046,32.4324
3921,2013 Arkansas St.,24.9147,47.5865,27.4988,20.7169,52.7148,26.5683
3922,2013 Army,20.8353,45.4756,33.6891,20.5426,48.3527,31.1047
3923,2013 Auburn,21.1668,52.3626,26.4706,22.4898,46.1608,31.3494
3924,2013 Austin Peay,19.3867,50.0495,30.5638,16.8514,55.8758,27.2727
3925,2013 Ball St.,24.0829,48.4848,27.4322,20.3629,50.9073,28.7298
3926,2013 Baylor,19.7115,52.8846,27.4038,20.0993,55.0868,24.8139
3927,2013 Belmont,17.5453,49.9367,32.5179,21.3861,48.3168,30.297
3928,2013 Bethune Cookman,21.0401,53.3397,25.6202,24.0091,52.7563,23.2346
3929,2013 Binghamton,20.75,51.5,27.75,16.2069,48.1773,35.6158
3930,2013 Boise St.,19.5591,48.7805,31.6604,22.571,48.1315,29.2975
3931,2013 Boston College,21.7156,46.5914,31.693,16.5628,53.7845,29.6527
3932,2013 Boston University,15.5774,49.0418,35.3808,20.2584,54.1602,25.5814
3933,2013 Bowling Green,16.6046,59.9255,23.4699,19.6781,53.9979,26.324
3934,2013 Bradley,18.3045,58.2876,23.4078,20.3673,48.8314,30.8013
3935,2013 Brown,18.545,46.7501,34.7048,18.7995,49.2639,31.9366
3936,2013 Bryant,19.7472,51.8745,28.3784,16.8174,49.8192,33.3635
3937,2013 Bucknell,21.1504,58.0616,20.788,19.6447,53.7095,26.6458
3938,2013 Buffalo,21.4184,50.7801,27.8014,21.699,52.5392,25.7618
3939,2013 Butler,20.8507,50.3753,28.774,21.4286,53.0997,25.4717
3940,2013 BYU,20.7681,56.525,22.7069,20.9016,50.3279,28.7705
3941,2013 Cal Poly,19.8442,47.2727,32.8831,20.2083,51.6667,28.125
3942,2013 Cal St. Bakersfield,20.7181,49.0877,30.1942,26.0773,49.3923,24.5304
3943,2013 Cal St. Fullerton,20.2391,46.9442,32.8167,19.0603,55.6738,25.266
3944,2013 Cal St. Northridge,23.2075,55.566,21.2264,20.2113,50.1608,29.6279
3945,2013 California,18.8458,63.0298,18.1244,20.1602,53.1324,26.7075
3946,2013 Campbell,18.3057,63.5833,18.111,20.8656,54.6697,24.4647
3947,2013 Canisius,18.8876,43.5374,37.575,18.5744,51.74,29.6855
3948,2013 Central Arkansas,16.4983,55.7961,27.7056,20.7052,56.5099,22.7848
3949,2013 Central Connecticut,18.4812,52.4245,29.0942,16.09,52.5087,31.4014
3950,2013 Central Michigan,23.0159,40.9722,36.0119,17.6525,51.8484,30.4991
3951,2013 Charleston Southern,17.5122,44.0,38.4878,17.8223,49.5121,32.6656
3952,2013 Charlotte,23.7326,60.9242,15.3432,22.7701,47.5123,29.7176
3953,2013 Chattanooga,23.64,52.3244,24.0356,17.6497,44.9017,37.4486
3954,2013 Chicago St.,16.8311,50.4386,32.7303,25.1607,47.2565,27.5828
3955,2013 Cincinnati,19.8939,49.6021,30.504,20.0897,54.337,25.5733
3956,2013 Clemson,18.6681,56.6335,24.6985,19.0451,53.4335,27.5215
3957,2013 Cleveland St.,18.9145,50.9868,30.0987,24.5079,49.8031,25.689
3958,2013 Coastal Carolina,20.3912,58.4469,21.1618,21.5085,44.5492,33.9423
3959,2013 Colgate,16.8716,50.664,32.4643,18.9686,50.7623,30.2691
3960,2013 College of Charleston,20.952,51.9573,27.0907,17.7167,58.2662,24.0171
3961,2013 Colorado,22.5112,53.5426,23.9462,16.0153,51.9542,32.0305
3962,2013 Colorado St.,24.1597,54.2857,21.5546,20.6685,48.3992,30.9322
3963,2013 Columbia,21.0394,47.2135,31.747,23.3187,51.4142,25.2671
3964,2013 Connecticut,21.5172,51.145,27.3378,19.1131,54.7401,26.1468
3965,2013 Coppin St.,20.3924,43.6758,35.9319,19.5998,53.9336,26.4666
3966,2013 Cornell,18.5854,51.2132,30.2013,20.2495,48.0806,31.6699
3967,2013 Creighton,18.2463,47.3881,34.3657,16.2269,55.409,28.3641
3968,2013 Dartmouth,21.1104,51.2508,27.6388,24.0289,49.5006,26.4706
3969,2013 Davidson,22.5699,46.6416,30.7885,22.5159,55.8982,21.5859
3970,2013 Dayton,21.1685,54.2921,24.5393,21.1418,50.9918,27.8665
3971,2013 Delaware,25.4833,55.536,18.9807,19.4286,52.7473,27.8242
3972,2013 Delaware St.,20.2954,52.2976,27.407,18.3233,57.4297,24.247
3973,2013 Denver,16.6667,46.9171,36.4162,23.8547,56.5363,19.6089
3974,2013 DePaul,19.0455,60.5954,20.359,19.5932,58.6135,21.7933
3975,2013 Detroit,20.5214,52.9857,26.4929,19.3243,52.1622,28.5135
3976,2013 Drake,20.5455,43.4545,36.0,21.9263,48.9126,29.1611
3977,2013 Drexel,21.0958,51.1009,27.8034,24.3865,50.9202,24.6933
3978,2013 Duke,21.1663,49.676,29.1577,20.6809,58.8936,20.4255
3979,2013 Duquesne,17.5542,46.3511,36.0947,17.7171,50.9476,31.3354
3980,2013 East Carolina,21.6566,47.7998,30.5436,18.3746,59.0989,22.5265
3981,2013 East Tennessee St.,18.6842,50.2105,31.1053,17.471,45.9339,36.5952
3982,2013 Eastern Illinois,18.6468,51.4651,29.8881,19.2886,45.3908,35.3206
3983,2013 Eastern Kentucky,20.125,44.75,35.125,23.8718,52.1661,23.9621
3984,2013 Eastern Michigan,18.9046,54.417,26.6784,20.8851,46.0874,33.0275
3985,2013 Eastern Washington,17.7074,45.3868,36.9059,20.9091,54.2857,24.8052
