,Team/Year,FT,2PT,3PT,FTagainst,2PTagainst,3Ptagainst
3332,2015 IUPUI,19.8088,60.1168,20.0743,22.2596,50.4808,27.2596
3333,2015 Jackson St.,19.8867,56.4657,23.6476,27.6575,43.9961,28.3465
3334,2015 Jacksonville,21.8767,48.9907,29.1326,20.0469,49.3897,30.5634
3335,2015 Jacksonville St.,23.6723,48.3616,27.9661,20.3888,54.337,25.2742
3336,2015 James Madison,22.2373,46.9102,30.8525,18.3673,48.6247,33.008
3337,2015 Kansas,23.8188,51.23,24.9512,20.2743,52.7218,27.0039
3338,2015 Kansas St.,24.5536,54.4643,20.9821,21.4496,53.2811,25.2693
3339,2015 Kennesaw St.,19.3531,48.9488,31.6981,19.847,53.2853,26.8677
3340,2015 Kent St.,19.7246,47.3567,32.9187,23.1628,52.8372,24.0
3341,2015 Kentucky,23.6207,55.3793,21.0,20.916,54.2965,24.7875
3342,2015 La Salle,21.2848,54.8418,23.8734,20.6813,55.0852,24.2336
3343,2015 Lafayette,17.2591,50.621,32.1199,15.2369,51.2164,33.5467
3344,2015 Lamar,22.3099,52.169,25.5211,23.0566,47.9112,29.0323
3345,2015 Lehigh,21.0608,54.9949,23.9444,18.6397,45.6906,35.6698
3346,2015 Liberty,23.7101,54.3768,21.913,22.0994,43.3953,34.5053
3347,2015 Lipscomb,22.5089,43.5003,33.9909,22.3315,44.1011,33.5674
3348,2015 LIU Brooklyn,23.3927,47.6756,28.9318,20.4684,54.5199,25.0117
3349,2015 Long Beach St.,19.8229,49.1884,30.9887,20.9853,49.171,29.8437
3350,2015 Longwood,18.0151,45.4374,36.5475,22.5465,46.6159,30.8376
3351,2015 Louisiana Lafayette,22.1908,52.4656,25.3436,21.134,55.1546,23.7113
3352,2015 Louisiana Monroe,17.0062,58.2662,24.7276,19.3657,51.2254,29.4089
3353,2015 Louisiana Tech,18.6083,53.0102,28.3815,18.7879,56.0173,25.1948
3354,2015 Louisville,21.3049,54.7725,23.9227,20.0093,53.6676,26.3231
3355,2015 Loyola Chicago,17.7011,52.5057,29.7931,17.1171,53.0109,29.872
3356,2015 Loyola Marymount,21.7226,53.4128,24.8646,18.891,46.7105,34.3985
3357,2015 Loyola MD,22.7891,52.0408,25.1701,23.5264,51.3854,25.0882
3358,2015 LSU,18.572,58.0272,23.4007,17.9131,57.2324,24.8545
3359,2015 Maine,17.7152,49.6689,32.6159,18.3155,51.6043,30.0802
3360,2015 Manhattan,24.913,47.0435,28.0435,27.4843,52.641,19.8747
3361,2015 Marist,22.1257,43.2294,34.6449,20.5548,52.0236,27.4216
3362,2015 Marquette,18.819,51.3682,29.8128,18.042,49.2308,32.7273
3363,2015 Marshall,19.5918,46.1224,34.2857,19.3293,53.2837,27.3871
3364,2015 Maryland,24.7,43.2768,32.0232,16.9522,50.3156,32.7322
3365,2015 Maryland Eastern Shore,22.9699,48.3625,28.6676,21.435,49.4585,29.1065
3366,2015 Massachusetts,23.964,56.5766,19.4595,19.6896,54.9002,25.4102
3367,2015 McNeese St.,17.6826,54.1461,28.1713,18.7564,53.6485,27.5951
3368,2015 Memphis,17.8654,59.0255,23.109,23.1303,52.5012,24.3685
3369,2015 Mercer,21.7491,51.1905,27.0604,17.6832,46.7139,35.6028
3370,2015 Miami FL,20.9877,45.216,33.7963,16.4725,54.5757,28.9517
3371,2015 Miami OH,21.7349,51.6569,26.6082,21.6972,47.0642,31.2385
3372,2015 Michigan,16.7761,46.9934,36.2304,15.4702,54.4995,30.0303
3373,2015 Michigan St.,16.264,51.9293,31.8067,23.8517,49.0733,27.0749
3374,2015 Middle Tennessee,21.3768,46.2862,32.337,22.4508,50.3887,27.1605
3375,2015 Milwaukee,21.3268,47.2588,31.4145,18.279,55.9063,25.8147
3376,2015 Minnesota,17.6068,52.6496,29.7436,19.2555,48.6213,32.1232
3377,2015 Mississippi,22.5859,50.7475,26.6667,22.8719,42.3044,34.8237
3378,2015 Mississippi St.,25.2868,53.9103,20.8029,19.6375,49.2447,31.1178
3379,2015 Mississippi Valley St.,20.1467,56.8215,23.0318,18.5012,54.3326,27.1663
3380,2015 Missouri,19.1295,50.7254,30.1451,23.7577,48.2726,27.9697
3381,2015 Missouri St.,20.5158,53.1067,26.3775,21.0637,49.0785,29.8578
3382,2015 Monmouth,23.5708,52.3899,24.0394,21.2796,42.4645,36.2559
3383,2015 Montana,18.2068,47.2095,34.5837,23.4103,45.5016,31.0881
3384,2015 Montana St.,18.0631,43.7432,38.1937,23.2591,51.4448,25.2961
3385,2015 Morehead St.,20.2262,51.9457,27.8281,28.2558,47.7668,23.9774
3386,2015 Morgan St.,20.4953,53.7408,25.764,22.2374,53.7517,24.0109
3387,2015 Mount St. Mary's,18.0137,45.8531,36.1331,19.4859,55.527,24.9871
3388,2015 Murray St.,20.8706,50.2138,28.9157,21.8708,48.9978,29.1314
3389,2015 Navy,17.2944,56.4456,26.2599,19.534,47.0005,33.4655
3390,2015 Nebraska,21.8373,52.8084,25.3543,22.2279,45.8866,31.8855
3391,2015 Nebraska Omaha,23.1238,52.5328,24.3433,20.9228,50.434,28.6432
3392,2015 Nevada,25.6961,57.0766,17.2274,22.0725,49.6373,28.2902
3393,2015 New Hampshire,19.563,46.748,33.689,24.2072,50.4228,25.37
3394,2015 New Mexico,20.8745,56.0125,23.113,19.8285,46.4094,33.7621
3395,2015 New Mexico St.,23.6246,55.571,20.8044,19.616,61.5464,18.8376
3396,2015 New Orleans,25.7287,55.6054,18.6659,20.7577,53.5547,25.6876
3397,2015 Niagara,23.8589,47.5104,28.6307,19.2665,50.7892,29.9443
3398,2015 Nicholls St.,21.8027,52.9842,25.2132,26.7987,48.1752,25.0261
3399,2015 NJIT,20.4568,43.7934,35.7498,26.0935,46.1538,27.7526
3400,2015 Norfolk St.,21.1643,55.4152,23.4206,21.2766,45.4209,33.3025
3401,2015 North Carolina,19.3363,61.9709,18.6929,22.5917,49.0826,28.3257
3402,2015 North Carolina A&T,22.0749,51.9885,25.9366,21.6825,46.7702,31.5473
3403,2015 North Carolina Central,19.3217,51.0791,29.5992,24.91,48.2593,26.8307
3404,2015 North Carolina St.,19.7624,52.198,28.0396,21.166,51.9645,26.8695
3405,2015 North Dakota,21.2993,51.8637,26.8371,22.3746,52.5071,25.1183
3406,2015 North Dakota St.,19.9599,47.2417,32.7984,19.1412,50.5949,30.2638
3407,2015 North Florida,21.1904,43.4783,35.3314,19.3651,58.8662,21.7687
3408,2015 North Texas,21.256,56.0386,22.7053,20.5942,46.3243,33.0816
3409,2015 Northeastern,21.6103,52.9829,25.4068,14.7433,59.8508,25.4059
3410,2015 Northern Arizona,22.9191,47.4951,29.5858,22.2222,52.5687,25.2091
3411,2015 Northern Colorado,18.9739,53.727,27.2991,20.3553,46.9515,32.6932
3412,2015 Northern Illinois,25.0398,51.565,23.3952,21.6244,45.0078,33.3678
3413,2015 Northern Iowa,20.6927,45.5064,33.801,17.4163,49.477,33.1067
3414,2015 Northern Kentucky,16.318,52.9289,30.7531,24.5703,47.2194,28.2103
3415,2015 Northwestern,17.1837,49.1384,33.678,18.4414,47.1442,34.4143
3416,2015 Northwestern St.,19.9402,49.7011,30.3587,19.0376,53.1026,27.8599
3417,2015 Notre Dame,18.9335,50.4894,30.5771,15.2061,57.543,27.2509
3418,2015 Oakland,19.9737,48.6202,31.406,18.7553,52.1592,29.0855
3419,2015 Ohio,17.6036,50.2959,32.1006,19.2521,50.1385,30.6094
3420,2015 Ohio St.,17.8748,55.2562,26.8691,17.4387,50.1362,32.4251
3421,2015 Oklahoma,19.7921,51.8992,28.3087,17.4408,51.8215,30.7377
3422,2015 Oklahoma St.,22.088,46.5926,31.3195,23.703,49.1353,27.1617
3423,2015 Old Dominion,17.3339,55.3454,27.3207,22.5613,46.8234,30.6153
3424,2015 Oral Roberts,25.0799,49.429,25.4911,20.9075,52.9359,26.1566
3425,2015 Oregon,17.6021,52.8446,29.5533,20.4664,52.0306,27.503
3426,2015 Oregon St.,21.5991,52.7485,25.6524,26.8623,43.0023,30.1354
3427,2015 Pacific,21.4286,47.2789,31.2925,23.1244,47.8931,28.9825
3428,2015 Penn,19.7985,52.6378,27.5637,21.6259,46.3337,32.0404
3429,2015 Penn St.,20.0616,49.978,29.9604,24.2667,48.5333,27.2
3430,2015 Pepperdine,22.6337,55.4527,21.9136,19.7802,58.3987,21.821
3431,2015 Pittsburgh,19.5177,59.0537,21.4286,21.2303,53.3765,25.3932
3432,2015 Portland,20.6305,50.9968,28.3727,21.0256,52.6807,26.2937
3433,2015 Portland St.,22.0997,50.1837,27.7165,17.9526,52.2441,29.8033
3434,2015 Prairie View A&M,17.3731,58.5934,24.0335,26.0305,53.405,20.5645
3435,2015 Presbyterian,18.1873,61.4646,20.3481,15.3885,44.9123,39.6992
3436,2015 Princeton,23.1472,40.9137,35.9391,23.0769,51.3514,25.5717
3437,2015 Providence,22.9114,55.443,21.6456,21.9578,48.6753,29.3669
3438,2015 Purdue,22.0818,53.2659,24.6523,22.6424,50.0228,27.3349
3439,2015 Quinnipiac,23.7572,52.5813,23.6616,20.2863,51.1352,28.5785
3440,2015 Radford,19.5682,54.6624,25.7694,20.8373,55.5974,23.5654
3441,2015 Rhode Island,24.0879,56.1272,19.7848,25.7764,55.9006,18.323
3442,2015 Rice,19.5513,37.5,42.9487,20.911,52.6915,26.3975
3443,2015 Richmond,17.8988,52.1401,29.9611,20.6349,56.3959,22.9692
3444,2015 Rider,17.882,54.2499,27.8681,22.6343,46.6952,30.6705
3445,2015 Robert Morris,20.0911,52.4441,27.4648,20.1085,49.7288,30.1627
3446,2015 Rutgers,19.5996,56.3751,24.0253,17.814,50.7907,31.3953
3447,2015 Sacramento St.,19.5762,53.6158,26.8079,17.6224,53.1469,29.2308
3448,2015 Sacred Heart,18.883,59.3085,21.8085,19.6607,50.9787,29.3606
3449,2015 Saint Joseph's,19.2992,54.4979,26.2029,17.8089,52.3262,29.8649
3450,2015 Saint Louis,22.6528,50.3275,27.0197,22.6133,50.6268,26.7599
3451,2015 Saint Mary's,19.1376,50.1938,30.6686,19.7705,53.3125,26.9171
3452,2015 Saint Peter's,23.6425,48.5344,27.8232,27.002,45.6055,27.3926
3453,2015 Sam Houston St.,25.696,43.9069,30.3971,22.6987,54.0795,23.2218
3454,2015 Samford,20.688,52.3091,27.0028,22.2668,51.2271,26.506
3455,2015 San Diego,21.6021,49.0956,29.3023,23.3051,54.4492,22.2458
3456,2015 San Diego St.,19.6843,54.9675,25.3482,17.099,54.9497,27.9513
3457,2015 San Francisco,20.3852,52.1372,27.4777,21.5464,47.3362,31.1174
3458,2015 San Jose St.,18.9667,43.0999,37.9334,20.9197,50.1263,28.954
3459,2015 Santa Clara,19.3085,47.6596,33.0319,22.6799,48.4367,28.8834
3460,2015 Savannah St.,18.0074,63.9851,18.0074,24.9873,52.2183,22.7945
3461,2015 Seattle,19.2171,48.2969,32.486,20.5589,45.6088,33.8323
3462,2015 Seton Hall,20.5757,49.2685,30.1557,20.7879,55.4343,23.7779
3463,2015 Siena,23.8447,55.0832,21.0721,27.0861,46.5706,26.3434
3464,2015 SIU Edwardsville,20.3998,48.9124,30.6878,20.6546,50.5643,28.781
3465,2015 SMU,22.807,58.5088,18.6842,18.8737,41.4003,39.726
3466,2015 South Alabama,23.6209,48.9392,27.4399,19.6983,55.3448,24.9569
3467,2015 South Carolina,23.3559,50.9671,25.677,26.329,45.2357,28.4353
3468,2015 South Carolina St.,18.8511,52.5376,28.6113,18.7143,52.8571,28.4286
3469,2015 South Dakota,20.7106,51.7999,27.4895,20.3848,51.5804,28.0348
3470,2015 South Dakota St.,21.7627,44.7786,33.4586,22.3853,50.6422,26.9725
3471,2015 South Florida,17.0449,61.7414,21.2137,22.7914,46.8985,30.3102
3472,2015 Southeast Missouri St.,19.8217,52.6481,27.5302,22.2678,48.6403,29.0918
3473,2015 Southeastern Louisiana,17.4308,56.9245,25.6447,19.6341,49.4422,30.9237
3474,2015 Southern,22.2889,57.1714,20.5397,25.6809,50.6809,23.6381
3475,2015 Southern Illinois,23.7844,54.6512,21.5645,22.4798,46.6734,30.8468
3476,2015 Southern Miss,17.7987,50.3145,31.8868,17.4287,48.198,34.3733
3477,2015 Southern Utah,19.802,47.8374,32.3606,25.5593,49.881,24.5597
3478,2015 St. Bonaventure,22.1103,55.1559,22.7338,19.0524,49.6758,31.2718
3479,2015 St. Francis NY,23.067,53.3505,23.5825,22.8767,53.4247,23.6986
3480,2015 St. Francis PA,18.8361,48.0858,33.0781,17.8193,53.7102,28.4705
3481,2015 St. John's,19.9644,54.4242,25.6114,18.8976,50.6716,30.4308
3482,2015 Stanford,22.9447,49.4768,27.5785,20.4737,49.7792,29.7471
3483,2015 Stephen F. Austin,21.6618,49.4419,28.8962,25.9406,52.6733,21.3861
3484,2015 Stetson,18.8877,54.185,26.9273,18.0029,48.5838,33.4133
3485,2015 Stony Brook,18.9582,56.4054,24.6363,19.7099,48.6243,31.6658
3486,2015 Syracuse,19.7996,58.0153,22.1851,18.5242,50.4835,30.9924
3487,2015 TCU,22.988,57.0031,20.0089,26.725,52.8669,20.4082
3488,2015 Temple,21.9622,49.0969,28.9409,19.7525,52.4083,27.8392
3489,2015 Tennessee,18.8148,52.4444,28.7407,22.6167,41.6342,35.749
3490,2015 Tennessee Martin,17.298,48.471,34.2309,16.6354,49.7657,33.5989
3491,2015 Tennessee St.,22.2085,47.9951,29.7964,22.1662,45.6423,32.1914
3492,2015 Tennessee Tech,19.5887,56.0411,24.3702,21.3082,49.554,29.1378
3493,2015 Texas,21.2227,51.0044,27.7729,21.5227,48.6091,29.8682
3494,2015 Texas A&M,19.8927,55.6996,24.4077,21.1363,45.3539,33.5099
3495,2015 Texas A&M Corpus Chris,26.2583,51.0921,22.6496,24.7234,48.2924,26.9841
3496,2015 Texas Pan American,22.5749,57.485,19.9401,20.216,51.2346,28.5494
3497,2015 Texas Southern,23.8075,52.9707,23.2218,17.9799,57.7536,24.2666
3498,2015 Texas St.,22.3881,52.1791,25.4328,21.9329,51.8519,26.2153
3499,2015 Texas Tech,24.4228,49.5639,26.0133,20.3011,48.0816,31.6173
3500,2015 The Citadel,21.9846,45.3951,32.6203,16.2205,55.1181,28.6614
3501,2015 Toledo,22.6339,53.8059,23.5602,17.9684,52.07,29.9616
3502,2015 Towson,26.4326,54.8271,18.7403,24.9877,47.9136,27.0987
3503,2015 Troy,20.438,49.4104,30.1516,16.4449,52.9005,30.6546
3504,2015 Tulane,19.586,50.3185,30.0955,19.2883,56.7303,23.9814
3505,2015 Tulsa,22.1489,52.1206,25.7304,18.2456,47.3183,34.4361
3506,2015 UAB,21.6625,53.6524,24.6851,19.4433,54.7448,25.8119
3507,2015 UC Davis,20.2538,43.797,35.9492,19.3955,50.3778,30.2267
3508,2015 UC Irvine,16.9332,54.5626,28.5042,21.6897,52.668,25.6423
3509,2015 UC Riverside,19.697,49.7835,30.5195,23.7045,48.7429,27.5526
3510,2015 UC Santa Barbara,19.1611,50.8103,30.0286,23.4043,48.3919,28.2039
3511,2015 UCF,18.7402,51.0236,30.2362,14.0401,58.7393,27.2206
3512,2015 UCLA,19.5753,54.5946,25.8301,18.8341,46.7998,34.3661
3513,2015 UMass Lowell,19.0703,43.7426,37.1871,17.9049,50.3474,31.7477
3514,2015 UMBC,20.6302,52.0809,27.2889,18.3805,51.3661,30.2534
3515,2015 UMKC,23.3166,45.9296,30.7538,20.9515,51.5137,27.5348
3516,2015 UNC Asheville,20.6949,47.7341,31.571,22.967,49.6796,27.3534
3517,2015 UNC Greensboro,16.5196,54.8039,28.6765,25.5002,46.7194,27.7804
3518,2015 UNC Wilmington,21.1809,57.4508,21.3683,25.3135,50.9986,23.6879
3519,2015 UNLV,17.7819,50.9125,31.3056,18.0019,52.8958,29.1023
3520,2015 USC,18.6188,57.5828,23.7984,18.7142,51.6953,29.5905
3521,2015 USC Upstate,16.8724,49.6571,33.4705,17.7228,49.0099,33.2673
3522,2015 UT Arlington,20.6945,51.7128,27.5927,24.0724,45.1763,30.7514
3523,2015 Utah,21.6922,46.4538,31.854,21.3846,53.5385,25.0769
3524,2015 Utah St.,18.7531,47.1594,34.0875,17.3298,53.6126,29.0576
3525,2015 Utah Valley,20.8385,49.6871,29.4743,20.9571,51.1551,27.8878
3526,2015 UTEP,21.7791,53.9001,24.3208,18.3935,53.5171,28.0894
3527,2015 UTSA,23.294,49.4613,27.2447,16.9629,48.451,34.5861
3528,2015 Valparaiso,19.5837,49.7635,30.6528,20.5708,46.6344,32.7948
3529,2015 Vanderbilt,21.7664,46.9653,31.2683,20.3097,51.0018,28.6885
3530,2015 VCU,20.0843,46.2246,33.6911,20.9037,50.0845,29.0118
3531,2015 Vermont,22.1158,54.0812,23.803,24.9619,51.446,23.5921
3532,2015 Villanova,21.6412,42.8468,35.512,18.5135,55.0844,26.4022
3533,2015 Virginia,20.054,57.0144,22.9317,17.9326,49.3432,32.7242
3534,2015 Virginia Tech,16.5584,49.9072,33.5343,18.2176,48.7549,33.0275
3535,2015 VMI,17.9796,39.481,42.5394,21.4716,59.8107,18.7177
3536,2015 Wagner,21.0259,53.5297,25.4444,25.7302,47.2879,26.9819
3537,2015 Wake Forest,21.684,50.3395,27.9765,19.029,52.6225,28.3485
3538,2015 Washington,19.032,53.7594,27.2086,18.9074,55.867,25.2257
3539,2015 Washington St.,22.339,48.3326,29.3285,18.3734,55.7101,25.9166
3540,2015 Weber St.,26.3273,41.1604,32.5123,18.1066,57.8376,24.0559
3541,2015 West Virginia,22.4626,50.7474,26.7899,26.6467,48.8452,24.5081
3542,2015 Western Carolina,19.7802,53.1295,27.0903,27.3022,42.0176,30.6802
3543,2015 Western Illinois,18.8369,47.4083,33.7547,20.4826,52.3324,27.185
3544,2015 Western Kentucky,20.4111,47.6099,31.979,19.1198,51.8337,29.0465
3545,2015 Western Michigan,22.8062,48.196,28.9978,20.1962,46.634,33.1699
3546,2015 Wichita St.,20.2123,50.6157,29.172,21.7324,50.7432,27.5243
3547,2015 William & Mary,18.6715,45.2424,36.0862,17.9572,49.4062,32.6366
3548,2015 Winthrop,20.4042,46.9682,32.6275,22.2054,50.4805,27.3141
3549,2015 Wisconsin,20.1379,50.069,29.7931,14.3103,59.6476,26.0421
3550,2015 Wofford,20.2221,51.18,28.5979,21.4358,54.2973,24.2669
3551,2015 Wright St.,17.8493,52.1834,29.9672,22.7708,51.3854,25.8438
3552,2015 Wyoming,21.3861,49.2079,29.4059,16.8516,50.5018,32.6466
3553,2015 Xavier,20.8702,53.2448,25.885,18.4189,50.1605,31.4205
3554,2015 Yale,22.4936,47.43,30.0763,18.9307,55.5374,25.5319
3555,2015 Youngstown St.,19.9611,51.9961,28.0428,19.7303,49.5281,30.7416
3556,2014 Abilene Christian,25.0377,43.2881,31.6742,23.3192,53.7856,22.8952
3557,2014 Air Force,20.5752,46.2389,33.1858,23.401,45.9898,30.6091
3558,2014 Akron,20.0257,49.2281,30.7461,21.2401,55.9367,22.8232
3559,2014 Alabama,23.3075,50.8704,25.8221,24.7002,51.7026,23.5971
3560,2014 Alabama A&M,22.9435,48.3492,28.7073,29.3773,50.0266,20.5961
3561,2014 Alabama St.,23.4297,53.5394,23.0309,22.0215,55.5664,22.4121
3562,2014 Albany,24.3859,53.774,21.8401,17.8473,49.586,32.5667
3563,2014 Alcorn St.,23.1834,55.3633,21.4533,23.0609,51.6398,25.2993
3564,2014 American,18.1643,51.9942,29.8414,22.9626,52.2809,24.7565
3565,2014 Appalachian St.,22.8417,55.3957,21.7626,21.6374,55.0771,23.2855
3566,2014 Arizona,20.6934,57.2048,22.1018,22.4719,54.2022,23.3258
3567,2014 Arizona St.,21.963,45.6959,32.3411,20.6897,56.3946,22.9158
3568,2014 Arkansas,22.5487,49.5777,27.8737,24.4948,49.1546,26.3505
3569,2014 Arkansas Little Rock,25.0711,54.3128,20.6161,25.8151,42.9656,31.2193
3570,2014 Arkansas Pine Bluff,22.2588,48.136,29.6053,24.3478,47.2464,28.4058
3571,2014 Arkansas St.,22.6274,42.1793,35.1933,21.1942,53.2361,25.5697
3572,2014 Army,18.1985,50.6434,31.1581,19.6758,53.0392,27.285
3573,2014 Auburn,24.5336,51.3993,24.0672,25.3364,44.1763,30.4872
3574,2014 Austin Peay,24.0284,55.9242,20.0474,19.5361,51.5611,28.9028
3575,2014 Ball St.,23.7778,46.2222,30.0,23.4903,55.2544,21.2553
3576,2014 Baylor,22.9403,47.6946,29.3651,18.1893,52.4375,29.3732
3577,2014 Belmont,20.9445,45.4218,33.6337,22.2908,50.2892,27.42
3578,2014 Bethune Cookman,20.9984,45.7949,33.2067,26.8488,47.8568,25.2944
3579,2014 Binghamton,25.8696,44.4565,29.6739,20.9346,44.8598,34.2056
3580,2014 Boise St.,21.1162,48.8963,29.9875,22.1231,50.0446,27.8323
3581,2014 Boston College,24.0845,42.2535,33.662,22.4826,54.3403,23.1771
3582,2014 Boston University,16.9342,49.1172,33.9486,18.2864,52.4297,29.2839
3583,2014 Bowling Green,20.2625,61.9423,17.7953,20.987,50.4487,28.5643
3584,2014 Bradley,21.611,55.6974,22.6916,23.6157,47.1368,29.2475
3585,2014 Brown,20.0101,52.1783,27.8116,22.7775,52.6039,24.6186
3586,2014 Bryant,19.9647,54.3852,25.6501,18.3637,49.8888,31.7474
3587,2014 Bucknell,19.474,50.784,29.742,18.0021,53.59,28.4079
3588,2014 Buffalo,22.9532,50.2924,26.7544,20.8245,55.074,24.1015
3589,2014 Butler,20.7407,53.9259,25.3333,17.7459,58.8235,23.4305
3590,2014 BYU,24.5522,56.902,18.5458,21.164,50.4913,28.3447
3591,2014 Cal Poly,19.7674,49.7472,30.4853,23.9518,51.759,24.2892
3592,2014 Cal St. Bakersfield,21.1992,48.9141,29.8867,27.2004,48.5019,24.2978
3593,2014 Cal St. Fullerton,20.6979,51.912,27.3901,24.1986,53.7246,22.0767
3594,2014 Cal St. Northridge,28.2921,54.8284,16.8795,21.9226,48.7691,29.3083
3595,2014 California,19.4236,57.0075,23.5689,20.7937,52.4184,26.7879
3596,2014 Campbell,15.4178,44.9596,39.6226,19.5301,56.094,24.3759
3597,2014 Canisius,21.1034,47.9938,30.9028,20.0643,52.1914,27.7443
3598,2014 Central Arkansas,18.8114,54.0568,27.1318,25.4496,54.0468,20.5036
3599,2014 Central Connecticut,18.2087,57.5787,24.2126,18.7835,51.4311,29.7853
3600,2014 Central Michigan,20.9118,44.8959,34.1923,20.5923,51.6629,27.7449
3601,2014 Charleston Southern,19.6992,44.0563,36.2445,20.752,47.168,32.0801
3602,2014 Charlotte,20.4515,54.3567,25.1919,19.0905,52.9491,27.9604
3603,2014 Chattanooga,25.046,48.3456,26.6085,19.258,60.0707,20.6714
3604,2014 Chicago St.,19.7579,49.8789,30.3632,26.2359,46.314,27.4501
3605,2014 Cincinnati,22.3226,52.3871,25.2903,21.3494,51.1581,27.4924
3606,2014 Clemson,22.0813,52.9952,24.9235,17.8317,57.632,24.5364
3607,2014 Cleveland St.,21.0881,48.2914,30.6205,24.8069,47.6834,27.5097
3608,2014 Coastal Carolina,21.7011,53.3333,24.9655,22.5596,43.8113,33.6291
3609,2014 Colgate,15.1996,48.581,36.2193,19.1929,53.6417,27.1654
3610,2014 College of Charleston,19.4045,49.1786,31.4168,23.6168,52.8689,23.5143
3611,2014 Colorado,26.3736,51.5263,22.1001,17.7629,50.6912,31.5459
3612,2014 Colorado St.,27.209,51.0519,21.7391,20.6651,48.266,31.0689
3613,2014 Columbia,24.4907,40.1992,35.3101,22.9619,54.3174,22.7207
3614,2014 Connecticut,22.4156,47.6157,29.9687,21.036,50.3756,28.5884
3615,2014 Coppin St.,24.5902,43.0913,32.3185,18.2014,51.7212,30.0775
3616,2014 Cornell,16.7637,50.7567,32.4796,23.0841,48.3178,28.5981
3617,2014 Creighton,17.6343,43.6139,38.7518,19.1077,51.3468,29.5455
3618,2014 Dartmouth,20.0117,51.8086,28.1797,26.5376,45.7859,27.6765
3619,2014 Davidson,20.1529,47.6267,32.2204,23.7933,55.7027,20.5041
3620,2014 Dayton,20.8911,51.8158,27.2931,23.7692,51.6546,24.5763
3621,2014 Delaware,23.652,49.1733,27.1747,21.0347,54.1541,24.8112
3622,2014 Delaware St.,22.482,52.8777,24.6403,22.8525,51.2156,25.9319
3623,2014 Denver,18.4639,44.4557,37.0804,24.3776,55.083,20.5394
3624,2014 DePaul,23.1878,51.2664,25.5459,23.3615,51.3068,25.3317
3625,2014 Detroit,23.4104,52.3121,24.2775,25.9464,46.0757,27.9778
3626,2014 Drake,20.7753,44.6322,34.5924,20.7648,50.0484,29.1868
3627,2014 Drexel,22.9651,54.6512,22.3837,25.0,52.5743,22.4257
3628,2014 Duke,20.8015,44.663,34.5355,22.2552,60.195,17.5498
3629,2014 Duquesne,21.8182,48.4545,29.7273,17.5034,46.6757,35.8209
3630,2014 East Carolina,22.7746,41.0038,36.2216,17.0213,56.6142,26.3645
3631,2014 East Tennessee St.,24.4091,45.0213,30.5695,22.205,47.7484,30.0466
3632,2014 Eastern Illinois,23.6926,53.8954,22.412,23.4247,48.581,27.9942
3633,2014 Eastern Kentucky,22.3258,42.5446,35.1297,26.0173,48.658,25.3247
3634,2014 Eastern Michigan,24.8957,51.4604,23.6439,23.951,43.6587,32.3904
3635,2014 Eastern Washington,21.2494,46.6028,32.1477,22.6762,52.2676,25.0561
3636,2014 Elon,19.5861,48.2194,32.1944,21.9961,55.3295,22.6744
3637,2014 Evansville,26.0417,55.2083,18.75,20.6144,49.8664,29.5191
3638,2014 Fairfield,20.4926,46.9951,32.5123,30.7143,48.6607,20.625
3639,2014 Fairleigh Dickinson,21.2349,47.8916,30.8735,25.4091,46.9091,27.6818
3640,2014 FIU,22.9508,55.3146,21.7345,20.6206,53.8539,25.5255
3641,2014 Florida,21.3421,50.6051,28.0528,19.2632,53.1735,27.5632
3642,2014 Florida A&M,19.9326,52.1907,27.8767,28.4362,50.2028,21.361
3643,2014 Florida Atlantic,19.8669,51.1009,29.0323,23.639,53.8682,22.4928
3644,2014 Florida Gulf Coast,19.5495,57.3736,23.0769,19.614,50.3591,30.0269
3645,2014 Florida St.,24.1582,53.4064,22.4354,21.5719,49.8328,28.5953
3646,2014 Fordham,21.4029,48.9209,29.6763,22.1993,50.0207,27.7801
3647,2014 Fresno St.,22.908,45.2859,31.8061,23.0072,52.5123,24.4805
3648,2014 Furman,22.1441,53.7786,24.0773,16.8352,53.2861,29.8787
3649,2014 Gardner Webb,23.1165,55.6855,21.1979,21.0233,57.2093,21.7674
3650,2014 George Mason,22.7019,55.9889,21.3092,24.7649,49.9776,25.2575
3651,2014 George Washington,22.7743,53.9959,23.2298,19.0412,51.9222,29.0366
3652,2014 Georgetown,23.9761,52.9863,23.0375,27.5831,45.4102,27.0067
3653,2014 Georgia,27.4008,51.2164,21.3828,25.011,47.6442,27.3448
3654,2014 Georgia Southern,20.0283,50.0709,29.9008,18.1406,51.7914,30.068
3655,2014 Georgia St.,22.1189,48.7667,29.1144,19.7452,46.1328,34.1219
3656,2014 Georgia Tech,19.7727,56.6364,23.5909,22.0054,51.1797,26.8149
3657,2014 Gonzaga,20.9215,51.6616,27.4169,23.3959,51.0694,25.5347
3658,2014 Grambling St.,22.7067,48.5844,28.7089,18.8472,54.2543,26.8984
3659,2014 Grand Canyon,28.1727,41.8115,30.0158,21.9525,53.9201,24.1275
3660,2014 Green Bay,23.3171,57.9512,18.7317,20.8963,51.7279,27.3758
3661,2014 Hampton,26.3926,50.9284,22.679,28.2499,45.8429,25.9072
3662,2014 Hartford,20.1203,43.1082,36.7715,21.5434,53.3762,25.0804
3663,2014 Harvard,25.265,50.8834,23.8516,21.7755,52.846,25.3786
