seed,Team/Year,AdjTempo,AdjOE,AdjDE,AdjEM,OppeFGPct,OppTOPct,OppORPct,OppFTRate,eFGPct,TOPct,ORPct,FTRate
15.0,2008 Belmont,68.1091,109.436,106.857,2.57916,51.8947,21.9779,31.1207,35.6316,53.2154,20.3066,33.7959,33.7986
14.0,2008 Boise St.,70.2142,108.605,104.484,4.12039,50.3215,19.4532,29.9213,33.5806,57.1353,20.8076,31.3392,39.7463
7.0,2008 Butler,58.5955,116.138,96.8401,19.2975,48.0427,22.6703,32.1567,32.5623,54.1064,16.6409,30.0864,36.7264
14.0,2008 Cal St. Fullerton,70.926,112.978,104.103,8.87459,52.6517,23.3659,31.4571,32.8595,54.1625,18.3835,33.3768,32.347
5.0,2008 Clemson,67.3837,114.102,91.7372,22.3653,48.0628,24.2671,35.4909,33.822,51.9122,19.8321,39.4492,30.6421
4.0,2008 Connecticut,66.6029,115.173,96.0511,19.1215,44.2396,16.8833,33.5375,23.4562,50.6383,19.2952,38.9415,48.1383
16.0,2008 Coppin St.,62.2413,92.4179,106.658,-14.2405,50.3564,24.4169,38.6195,39.9123,43.4534,21.8653,31.7415,36.6067
14.0,2008 Cornell,67.2439,110.651,105.607,5.04434,49.1492,20.6797,31.2599,34.6204,55.3702,19.769,28.8246,33.7558
10.0,2008 Davidson,66.0806,114.056,93.5027,20.5532,49.3381,23.9658,29.2032,37.2863,54.0816,16.738,32.5454,26.2933
5.0,2008 Drake,61.8906,119.786,97.4463,22.3393,50.3625,23.6214,33.2846,23.8671,52.6254,18.0069,36.7195,35.1809
2.0,2008 Duke,70.9709,117.443,89.8149,27.6285,47.5802,24.5421,33.774,31.9012,53.6211,18.0899,33.7709,40.8633
12.0,2008 George Mason,60.9624,111.486,101.207,10.2781,47.5216,18.0568,27.8242,27.0474,52.2778,18.3801,32.4826,39.7638
2.0,2008 Georgetown,59.8577,114.989,90.0051,24.9836,42.033,18.8966,32.7921,36.044,56.8025,21.247,33.7617,34.1561
14.0,2008 Georgia,64.1104,104.018,96.1227,7.89531,48.1097,18.7788,32.0229,33.5996,47.8261,21.397,37.5634,31.8491
7.0,2008 Gonzaga,65.1856,114.221,94.8911,19.3301,45.6603,21.0101,30.0123,32.0554,54.4565,20.5705,35.2394,39.6739
8.0,2008 Indiana,65.6213,114.362,94.8557,19.5064,47.2858,19.3141,28.9747,31.0271,52.3429,19.8059,36.1281,41.8964
1.0,2008 Kansas,66.8546,121.433,87.4681,33.9647,44.2642,21.9442,28.7832,31.0329,56.5912,19.1079,37.7628,36.3515
11.0,2008 Kansas St.,69.2125,113.383,94.4917,18.8909,48.3453,22.3761,30.4783,38.3343,49.5248,20.6482,42.2506,37.3687
9.0,2008 Kent St.,64.1316,108.462,94.6345,13.8274,46.4716,24.476,34.8692,37.8556,51.9337,22.2946,35.4957,41.1602
11.0,2008 Kentucky,61.9035,106.849,97.1469,9.70175,45.0559,19.2462,32.6017,42.1424,52.7458,23.1729,32.0506,41.1239
3.0,2008 Louisville,64.6887,111.828,88.6299,23.198,44.019,21.1939,30.6421,33.4334,53.1079,20.2043,33.4926,36.4992
6.0,2008 Marquette,66.3008,113.463,91.6188,21.8442,46.3408,23.4254,33.375,40.9612,50.5929,18.357,37.8054,37.5494
1.0,2008 Memphis,67.7113,114.695,85.3169,29.3779,43.4326,21.8566,29.218,31.7426,52.7517,16.5257,38.2741,40.3995
7.0,2008 Miami FL,64.7318,112.167,97.7713,14.3957,47.0157,20.2518,34.2405,35.445,49.1872,19.0164,36.069,39.119
5.0,2008 Michigan St.,62.7366,115.444,94.5625,20.8814,45.9939,18.3308,31.4598,33.215,52.5291,20.6221,39.469,33.4345
8.0,2008 Mississippi St.,65.8268,107.347,91.5296,15.8174,42.5363,17.5021,31.8881,28.0299,52.1592,21.0868,34.4086,38.9698
16.0,2008 Mississippi Valley St.,62.3905,92.1127,107.08,-14.9674,49.8177,22.4095,35.0675,36.8773,43.368,20.9781,32.3305,40.2812
16.0,2008 Mount St. Mary's,65.2309,99.0167,100.058,-1.04085,47.1857,21.2598,33.3471,37.98,49.7845,20.832,30.1698,38.6853
1.0,2008 North Carolina,71.9191,120.686,92.5415,28.1446,48.1928,20.6789,28.739,25.743,52.9641,18.7287,42.4359,38.0265
5.0,2008 Notre Dame,68.9559,116.335,97.1396,19.1955,46.6824,17.1387,30.2533,22.9647,52.1588,18.162,35.5132,34.0943
6.0,2008 Oklahoma,62.5674,109.474,94.3986,15.0751,47.0374,19.7257,30.0252,30.3015,50.0532,19.5507,33.3333,38.7234
13.0,2008 Oral Roberts,62.6931,104.822,93.6893,11.1323,44.8198,20.4136,31.7795,29.5608,49.8557,19.0305,33.7415,40.6232
9.0,2008 Oregon,64.9184,119.29,102.634,16.6554,50.2677,16.1906,30.9116,34.3683,55.7886,18.3463,31.4021,36.689
4.0,2008 Pittsburgh,63.1376,116.407,96.8952,19.5116,47.93,20.5384,33.2,28.6348,50.7645,18.0553,39.2719,36.1204
16.0,2008 Portland St.,65.7791,108.411,102.574,5.83665,50.9786,22.1625,31.7134,34.2823,54.8673,21.4476,34.9121,37.2271
6.0,2008 Purdue,65.7787,109.692,91.6027,18.089,49.0746,25.5476,30.1896,42.5672,48.9211,18.4559,33.0357,37.1053
11.0,2008 Saint Joseph's,63.5629,114.718,100.152,14.5658,50.6223,20.8977,33.5564,33.2792,54.5833,19.0551,32.4799,39.7222
10.0,2008 Saint Mary's,65.4301,110.005,94.2943,15.7105,44.6339,20.9756,32.1413,30.8552,52.4902,19.3369,35.711,39.3397
13.0,2008 San Diego,62.4343,101.501,96.9684,4.53284,49.0468,22.8569,30.7828,34.0414,49.1953,21.9461,32.8225,35.5687
13.0,2008 Siena,66.6906,108.144,101.391,6.75339,51.4837,24.0181,36.952,25.7171,50.9237,15.7346,31.3427,36.5581
10.0,2008 South Alabama,64.0943,112.779,100.155,12.6239,48.3982,19.9005,29.3595,31.0069,53.8945,20.2841,38.9965,46.0156
3.0,2008 Stanford,62.7524,113.328,89.3924,23.9361,44.3199,17.4167,29.0985,32.7853,49.8257,18.6149,39.6128,39.5916
12.0,2008 Temple,62.9596,112.696,100.26,12.4365,49.1173,19.1317,32.4268,31.7757,54.1279,18.6888,28.484,35.2652
2.0,2008 Tennessee,69.5841,117.787,95.4494,22.3372,49.0671,24.4504,34.8116,39.5865,52.3712,18.0533,36.2927,38.0301
2.0,2008 Texas,63.0818,119.757,94.9061,24.8513,45.707,17.7524,33.8273,31.0313,51.4646,14.1109,36.6149,31.9513
9.0,2008 Texas A&M,61.5639,112.029,92.4268,19.6026,44.9601,17.4959,28.1071,26.7964,51.9312,19.0627,34.8241,41.746
1.0,2008 UCLA,63.1761,118.735,88.16,30.5753,46.4792,21.7299,27.78,25.5746,52.1729,18.6199,39.3429,37.2697
15.0,2008 UMBC,63.0741,113.762,109.662,4.10027,50.1907,18.9963,34.7528,28.5559,51.3956,14.7114,32.992,33.4407
8.0,2008 UNLV,63.0988,110.183,96.5636,13.6193,46.4731,22.1794,32.6875,32.6099,48.4683,16.1183,29.9749,33.0218
6.0,2008 USC,64.6004,110.663,90.6973,19.9654,44.7545,19.5534,34.8692,27.907,53.3333,21.7868,31.3716,38.655
16.0,2008 UT Arlington,68.0296,101.14,103.138,-1.99751,47.4321,20.3549,31.0098,38.7249,52.3087,23.9639,32.7103,41.3662
4.0,2008 Vanderbilt,67.6816,112.598,99.0821,13.5159,49.7122,20.2086,33.32,32.0384,54.1103,19.6853,31.37,38.3459
12.0,2008 Villanova,67.2121,108.903,95.9216,12.9811,51.0738,23.4281,31.2285,46.3656,49.1307,20.3759,35.9824,38.8972
4.0,2008 Washington St.,57.7887,116.272,92.3676,23.9044,46.7398,21.3256,29.558,28.4478,53.6671,16.6025,28.1,38.475
7.0,2008 West Virginia,63.0942,113.57,93.4302,20.14,47.9586,22.6224,30.6602,39.6607,51.3796,16.076,34.5591,36.5842
12.0,2008 Western Kentucky,66.5432,111.076,97.011,14.0646,47.2206,24.4922,33.319,48.7238,53.5336,20.1005,36.801,35.9919
13.0,2008 Winthrop,60.9746,99.6932,92.3864,7.30673,46.6441,22.8159,28.8793,33.6207,49.5909,19.3813,33.4398,35.6517
3.0,2008 Wisconsin,60.8809,113.619,86.2081,27.4107,43.3741,21.3947,28.6759,25.3858,50.6146,19.0672,36.1256,39.9252
3.0,2008 Xavier,62.8978,116.413,94.068,22.3453,47.0747,19.1239,30.1112,31.3668,54.5869,19.4551,35.9152,42.372
13.0,2009 Akron,64.5005,102.057,95.0743,6.9826,45.5357,25.9703,36.259,45.6797,48.1073,20.5926,34.3026,36.225
16.0,2009 Alabama St.,62.7485,101.941,103.957,-2.01623,43.2913,18.9304,35.3044,33.8303,51.0916,19.0814,33.4343,35.9006
14.0,2009 American,59.7892,104.705,100.204,4.50143,45.1941,20.2751,29.2823,35.8595,53.6888,20.7301,31.5464,31.8661
12.0,2009 Arizona,63.6396,117.23,101.217,16.0133,50.936,18.008,33.9544,25.1231,53.0407,19.2818,35.612,37.4934
6.0,2009 Arizona St.,58.5891,117.682,94.244,23.4381,46.8302,19.2861,30.151,30.871,56.4028,18.5856,30.0099,38.7078
8.0,2009 BYU,68.4554,114.296,92.6399,21.6562,45.9459,19.9394,25.5682,36.3176,54.8431,16.4953,28.8793,35.2229
15.0,2009 Binghamton,66.5996,101.747,102.618,-0.871417,46.6355,21.5068,35.6115,41.6033,49.3552,19.3656,31.7887,40.7972
7.0,2009 Boston College,64.7471,113.378,101.263,12.1159,47.4194,18.2734,37.013,34.7394,49.675,19.267,40.5932,36.65
9.0,2009 Butler,61.9683,109.777,93.6264,16.1506,44.6139,20.2568,29.4061,33.9975,51.6505,20.0512,32.7684,43.4952
15.0,2009 Cal St. Northridge,71.325,101.374,96.2591,5.11477,48.4876,23.535,32.0764,42.5287,51.6101,24.2286,36.316,34.3876
7.0,2009 California,65.2261,116.839,98.6172,18.2213,48.985,18.2669,31.1804,32.9594,53.9502,17.861,32.3227,34.2533
16.0,2009 Chattanooga,68.6926,104.271,108.116,-3.84568,52.734,18.9606,32.2491,30.9852,50.4285,21.4887,33.6182,46.2775
7.0,2009 Clemson,67.3639,116.758,96.4646,20.2938,48.2628,24.0487,36.3479,32.4647,52.7651,19.9222,39.1828,31.5068
13.0,2009 Cleveland St.,63.1428,104.438,92.7341,11.7042,46.4679,24.1304,34.3443,37.6375,46.9272,18.829,33.5038,36.7116
1.0,2009 Connecticut,65.5863,114.597,86.5571,28.0401,42.3502,16.1948,30.09,19.4645,51.3083,18.1001,39.9217,46.432
14.0,2009 Cornell,65.0003,108.108,102.611,5.49712,46.4837,19.8182,30.2382,33.9297,53.547,19.4053,32.8398,32.4207
11.0,2009 Dayton,63.8365,103.115,93.6967,9.41849,45.5707,21.8942,30.3549,36.9022,46.9574,20.1634,37.7418,38.1339
2.0,2009 Duke,65.5211,117.869,92.541,25.3284,47.7938,23.3086,32.8864,31.0312,50.4799,17.355,37.5283,41.3163
16.0,2009 East Tennessee St.,68.8103,106.255,101.161,5.09407,47.9816,22.34,32.1757,32.3965,50.6559,18.7139,32.8352,39.5056
5.0,2009 Florida St.,65.4367,105.685,89.7283,15.9569,44.659,22.0725,34.9085,35.7071,49.2047,22.7414,35.0307,39.1835
4.0,2009 Gonzaga,66.4288,116.862,90.9086,25.9534,44.1818,20.9213,31.0518,29.5584,55.1643,16.1103,31.5619,35.4721
5.0,2009 Illinois,61.8419,106.425,87.3285,19.0963,44.2068,21.3323,31.7662,26.6919,51.0992,18.8281,29.857,22.4665
3.0,2009 Kansas,66.4233,114.807,91.6765,23.1309,43.9604,18.8712,28.9632,35.0495,53.3855,21.532,36.7391,39.5149
8.0,2009 LSU,65.4797,110.576,95.8662,14.7097,45.5633,18.8876,30.1476,35.1446,49.8567,17.5148,36.9341,35.3559
1.0,2009 Louisville,66.967,109.217,83.849,25.3676,44.2537,22.9543,31.7234,30.186,52.6953,19.7478,34.5558,31.3842
6.0,2009 Marquette,67.198,117.058,96.076,20.9824,50.9292,21.1368,30.6918,30.1356,51.1864,16.49,34.824,45.3782
10.0,2009 Maryland,65.5865,108.705,95.4167,13.2883,48.0899,21.9381,36.9267,30.1741,47.017,17.3694,34.6692,28.0404
2.0,2009 Memphis,64.5834,110.759,81.3187,29.4398,41.4082,21.8327,30.0985,35.4505,50.0919,18.082,37.6668,39.8897
10.0,2009 Michigan,62.0992,112.016,97.5173,14.4984,48.9751,20.8373,33.8242,29.8061,50.2695,17.481,29.1134,28.4097
2.0,2009 Michigan St.,65.9592,112.732,89.9494,22.7829,47.2498,19.9242,27.342,36.5213,49.7658,20.6753,40.7407,41.0304
10.0,2009 Minnesota,63.7652,107.586,91.8263,15.7592,47.0249,22.8116,33.4906,36.1263,49.5601,21.6882,35.5724,34.5454
13.0,2009 Mississippi St.,66.7566,107.733,95.9223,11.8111,44.7167,18.879,35.169,29.4964,49.975,19.7627,31.1749,41.0911
3.0,2009 Missouri,69.8579,114.53,91.046,23.484,46.4136,24.7989,34.4828,39.9162,52.7965,16.0485,34.2706,36.6274
16.0,2009 Morehead St.,64.5465,102.308,102.325,-0.017075,48.8478,18.4585,28.8388,38.6924,47.8061,23.095,39.6162,42.3077
15.0,2009 Morgan St.,64.8231,99.986,98.5712,1.41474,44.7678,22.662,33.3611,41.7459,46.416,19.2405,38.2176,33.1651
1.0,2009 North Carolina,72.454,122.645,94.0872,28.5574,46.5532,20.4377,31.6722,25.3738,52.8395,16.4854,38.8848,39.7531
14.0,2009 North Dakota St.,66.9142,113.637,101.211,12.4256,49.8316,18.2371,27.5732,29.6857,54.2293,16.6939,32.2804,37.34
12.0,2009 Northern Iowa,60.1385,110.659,100.806,9.85203,48.6633,16.9296,27.0786,31.7975,51.5786,18.4291,29.3419,41.8943
8.0,2009 Ohio St.,61.9585,113.731,97.2667,16.4647,47.691,20.4293,34.2394,24.6289,54.759,20.865,28.8411,38.2571
2.0,2009 Oklahoma,66.283,117.928,94.6403,23.2882,45.7818,18.1359,31.7972,28.84,55.1776,19.7444,36.8664,46.4732
8.0,2009 Oklahoma St.,69.1545,115.065,97.2997,17.7655,50.1982,20.4265,30.4897,41.328,53.9825,16.7592,27.8994,39.4366
1.0,2009 Pittsburgh,64.7792,121.48,92.002,29.4777,46.5116,18.7561,29.7243,30.2326,52.9426,17.987,42.0158,33.0327
13.0,2009 Portland St.,64.4177,108.934,104.084,4.85027,50.9703,21.3468,33.1766,32.6258,53.5403,19.6589,33.8306,29.8317
5.0,2009 Purdue,65.2998,110.175,88.2115,21.9637,44.0582,22.0338,32.1563,31.2623,50.0,17.2101,29.6596,33.1724
16.0,2009 Radford,68.3948,101.326,101.791,-0.465293,46.8962,16.769,29.1186,30.0991,49.7692,22.3283,35.8845,42.7582
15.0,2009 Robert Morris,65.4018,101.428,99.9183,1.5095,48.7541,23.2566,31.9562,39.5991,53.4158,22.1107,32.4771,36.7402
9.0,2009 Siena,70.1991,110.158,98.4844,11.6737,49.1597,22.7773,34.3554,24.3697,50.9504,18.0879,33.9286,35.6514
14.0,2009 Stephen F. Austin,61.6881,97.6543,90.9171,6.73718,42.7581,21.8715,29.2967,38.2536,47.3414,17.5081,26.6017,29.0199
3.0,2009 Syracuse,69.2046,116.963,95.2698,21.693,46.7065,18.7509,35.469,26.2248,54.3951,20.5965,35.5985,39.2841
11.0,2009 Temple,62.8987,109.311,94.9885,14.3226,46.2808,17.8984,29.7561,30.4348,51.1006,18.85,33.3333,28.6688
9.0,2009 Tennessee,67.356,114.801,98.2193,16.5817,50.5897,20.6518,30.3431,36.8205,50.9026,18.3115,37.181,36.6746
7.0,2009 Texas,64.8728,110.7,92.1925,18.5075,45.9604,19.8357,32.6095,36.687,48.4731,18.4038,39.0457,38.6331
9.0,2009 Texas A&M,63.1826,112.024,97.6525,14.3716,48.8273,18.0625,29.9697,30.064,50.3935,18.9771,36.2785,46.543
6.0,2009 UCLA,64.4791,119.973,94.8599,25.1136,49.8058,23.7439,30.9872,35.5716,54.8403,18.0906,36.297,31.2215
10.0,2009 USC,62.8813,109.428,91.7696,17.6587,46.2819,19.8,31.0574,32.6573,50.8139,21.0648,37.3866,42.2138
5.0,2009 Utah,64.0174,110.948,91.91,19.0381,45.0797,15.9223,24.9356,36.3386,54.6324,20.6622,28.0264,39.1512
11.0,2009 Utah St.,59.522,117.04,101.747,15.293,47.316,16.9629,28.1558,30.3818,55.6876,17.9132,36.4879,37.5778
11.0,2009 VCU,65.3295,109.286,96.5255,12.7601,44.9189,21.0999,33.6149,37.6757,52.0234,18.7112,32.1648,36.688
3.0,2009 Villanova,66.8453,113.638,91.9303,21.7081,47.2826,21.3564,29.8573,38.7524,50.7521,18.7529,36.482,41.887
4.0,2009 Wake Forest,72.3248,111.358,91.0587,20.299,45.1655,20.507,30.7356,32.7301,52.4067,20.9369,36.0535,43.483
4.0,2009 Washington,71.7787,112.741,90.8054,21.9358,46.7157,20.0077,30.6693,33.2843,48.8406,20.0077,41.4644,44.2995
6.0,2009 West Virginia,63.2031,114.693,89.6619,25.031,46.5527,23.251,31.6075,38.3894,48.4753,17.9154,40.8291,35.9148
12.0,2009 Western Kentucky,64.2906,109.869,102.838,7.03093,49.5133,19.7017,31.4211,31.3142,52.3848,19.8389,37.472,33.8157
12.0,2009 Wisconsin,58.4386,113.854,95.8886,17.9651,48.9322,19.3335,26.2546,34.108,49.911,15.9844,31.5998,34.5789
4.0,2009 Xavier,65.3071,111.158,92.0625,19.0951,43.6776,18.5239,27.8011,32.9975,52.3564,21.4689,37.4299,46.0997
16.0,2010 Arkansas Pine Bluff,64.9785,91.8221,99.7369,-7.91476,45.5233,20.3681,27.7825,54.5349,44.7413,24.4589,35.6718,48.4252
7.0,2010 BYU,70.9239,117.315,92.8309,24.4842,46.5978,22.0702,27.2016,36.3407,54.8739,16.0655,30.8096,38.9428
3.0,2010 Baylor,64.0252,118.384,94.9837,23.4007,44.4364,17.7288,32.5411,34.1558,54.3842,20.2193,38.1608,36.0872
5.0,2010 Butler,63.243,110.745,90.7154,20.0295,46.5909,21.8931,27.814,34.5558,51.0204,18.7831,30.7692,46.8865
8.0,2010 California,67.121,119.968,97.7354,22.2322,48.3685,18.8841,30.7377,33.2831,53.2544,17.628,34.676,35.355
7.0,2010 Clemson,67.2015,109.94,90.3071,19.633,46.3801,24.6765,33.6412,35.4072,51.065,21.4636,36.7303,34.8243
12.0,2010 Cornell,63.4422,115.443,101.891,13.552,48.1437,20.94,30.1806,38.503,56.5878,18.7033,31.5228,29.1667
1.0,2010 Duke,64.9637,119.296,87.7467,31.5489,43.6281,21.2631,32.1342,34.0136,50.527,16.4169,40.3084,37.9005
16.0,2010 East Tennessee St.,66.1025,100.3,97.8928,2.40771,48.6231,24.1564,34.1484,39.9028,47.6623,21.1846,35.6313,40.6234
10.0,2010 Florida,63.5599,112.433,97.4388,14.9939,48.4375,20.6081,32.8222,27.6639,49.4267,18.5997,36.9963,33.4496
9.0,2010 Florida St.,64.8904,104.941,86.3361,18.605,43.4894,23.6779,31.9762,34.7801,50.519,24.3216,38.0112,38.5813
3.0,2010 Georgetown,65.0947,116.551,92.2687,24.2828,47.4325,19.5534,32.1215,33.4569,55.7025,21.0067,32.5547,37.0248
10.0,2010 Georgia Tech,67.9549,108.997,90.9613,18.0357,44.2726,21.399,32.9372,34.8478,50.3479,23.1352,38.9352,37.7237
8.0,2010 Gonzaga,67.0743,112.378,95.585,16.7934,46.7576,18.532,29.4821,34.174,54.0601,18.7056,33.0862,49.277
13.0,2010 Houston,70.8516,111.84,102.537,9.30246,51.222,23.1302,38.5104,39.613,48.1157,12.4422,30.5721,33.8717
1.0,2010 Kansas,66.6569,119.854,87.3419,32.5121,43.2073,20.0181,31.2871,31.3725,55.1397,18.7521,37.7297,41.2601
2.0,2010 Kansas St.,69.501,115.425,90.4885,24.9367,46.8117,23.5839,33.4363,47.3684,50.6115,20.2531,40.4176,50.2352
1.0,2010 Kentucky,67.5908,114.384,89.4743,24.9097,43.1072,19.7473,31.2334,29.6889,53.0534,20.267,40.5185,43.5564
16.0,2010 Lehigh,68.4313,104.907,106.362,-1.45422,48.7705,19.5826,30.3371,30.8914,51.4039,18.5067,30.4213,43.0886
9.0,2010 Louisville,65.9182,115.013,97.1787,17.834,48.4724,22.382,35.8677,40.9711,51.3776,19.8366,38.8659,35.7143
6.0,2010 Marquette,61.8892,114.599,94.1043,20.4947,49.6741,22.0779,32.6764,29.4405,52.8042,15.9751,30.7026,34.9206
4.0,2010 Maryland,68.1243,117.599,94.8962,22.7026,44.9323,21.4407,36.5407,29.6036,51.8379,16.3107,35.3474,33.8872
5.0,2010 Michigan St.,65.5206,112.268,91.9702,20.2975,46.6471,18.7199,28.083,31.3754,51.6199,21.2893,39.7244,36.9439
11.0,2010 Minnesota,65.3869,112.547,93.7989,18.7481,46.4543,21.6712,31.9838,32.7852,53.1042,18.8928,33.3909,33.9148
10.0,2010 Missouri,68.6097,110.105,90.4261,19.6787,45.8995,27.0638,37.6645,38.9418,50.1426,17.6468,33.9623,33.9354
14.0,2010 Montana,61.6822,106.707,98.1992,8.50753,47.6052,19.8825,29.3734,38.7702,54.1992,19.0956,30.4543,36.7839
15.0,2010 Morgan St.,68.151,105.657,103.75,1.90682,46.4855,20.0004,34.9556,43.1584,47.4319,19.0118,39.3788,43.9035
13.0,2010 Murray St.,65.5723,108.952,94.3666,14.5856,44.0065,23.9868,32.2808,34.7192,55.1093,21.8101,39.6058,42.0219
3.0,2010 New Mexico,67.1887,114.142,96.7568,17.3849,49.4537,20.247,27.3402,35.0156,50.5932,16.2311,35.3625,44.9333
12.0,2010 New Mexico St.,70.1148,111.342,105.22,6.12172,51.1138,18.5573,34.5738,31.9613,53.2491,17.8403,30.4831,38.0093
15.0,2010 North Texas,67.1128,102.939,103.298,-0.358811,47.8712,18.357,31.1267,32.6965,50.3674,21.1384,33.3658,52.9088
9.0,2010 Northern Iowa,58.576,108.029,89.7638,18.2648,46.6276,20.5098,27.8696,28.7976,49.5979,17.9945,31.7761,37.0477
6.0,2010 Notre Dame,62.3372,119.809,101.439,18.3693,49.2779,15.9012,30.4544,27.7888,53.6866,15.9454,34.6303,38.0952
14.0,2010 Oakland,68.5659,107.635,103.917,3.71824,50.2568,18.3447,30.7627,32.4088,49.0459,19.7195,36.4865,41.1037
14.0,2010 Ohio,68.1933,105.808,98.4546,7.35379,46.6746,21.6014,34.6125,35.677,49.3717,18.2447,31.25,41.0826
2.0,2010 Ohio St.,64.023,117.429,91.9581,25.4713,47.072,21.9705,29.7788,26.3524,56.1061,17.6342,30.149,35.7858
7.0,2010 Oklahoma St.,66.2045,111.497,94.9637,16.5333,48.1209,19.3825,28.1845,37.146,52.4731,18.5474,29.0032,36.4516
11.0,2010 Old Dominion,62.4677,107.842,90.1999,17.6423,45.552,22.6415,30.0445,29.7428,48.7391,19.9649,42.0802,30.3104
3.0,2010 Pittsburgh,60.3262,111.307,92.5315,18.7753,44.6097,16.7613,30.3838,33.829,49.6413,19.2801,36.1589,42.7704
4.0,2010 Purdue,65.4793,110.762,88.1665,22.5959,44.8108,23.664,31.4418,36.7568,49.1053,16.3009,29.594,38.5992
7.0,2010 Richmond,62.1031,108.108,92.8809,15.2274,44.1879,22.4618,35.0351,36.2221,51.1329,16.6638,25.7614,32.4408
15.0,2010 Robert Morris,65.7182,99.6218,101.452,-1.83054,46.8611,23.1117,32.5179,47.8333,48.9026,22.1452,35.2345,45.985
10.0,2010 Saint Mary's,66.3664,116.442,97.0364,19.4058,46.1224,15.9128,30.7246,30.2551,55.2743,17.4455,34.5334,32.7004
14.0,2010 Sam Houston St.,68.6965,110.763,103.694,7.06873,50.2157,21.0103,30.0933,41.22,53.695,18.8803,33.6421,38.651
11.0,2010 San Diego St.,62.9348,111.49,94.1721,17.3175,46.8659,20.8686,31.693,31.5728,51.7092,20.9652,39.9523,41.0197
13.0,2010 Siena,68.3596,109.569,95.6534,13.9156,47.9577,21.655,29.0349,21.3583,49.3164,17.457,34.8875,38.7207
1.0,2010 Syracuse,68.6909,118.167,90.5783,27.5886,45.8837,22.0179,34.5546,25.6279,57.5952,21.534,37.5993,36.8629
5.0,2010 Temple,59.9751,107.306,86.2797,21.0266,42.9626,18.2571,27.8589,26.9373,49.0731,17.0217,32.8715,27.4459
6.0,2010 Tennessee,67.6684,106.604,89.2115,17.3928,45.2486,23.1563,32.0223,40.7189,50.598,19.1943,33.1938,35.6486
8.0,2010 Texas,71.1683,113.444,92.8117,20.6323,44.8828,20.2472,30.6427,35.2463,51.089,18.2028,38.4377,40.6858
5.0,2010 Texas A&M,64.0152,112.093,91.9447,20.1487,46.7428,20.5789,29.8662,35.3563,49.5789,18.4438,33.9582,48.3998
15.0,2010 UC Santa Barbara,66.0756,100.038,97.6604,2.37748,47.9872,22.1574,33.4139,39.361,50.6812,22.9743,28.1517,45.436
8.0,2010 UNLV,65.9121,109.859,92.6156,17.2431,45.7792,23.0111,30.8482,47.1665,52.167,17.3703,29.6346,30.9197
12.0,2010 UTEP,67.4737,107.504,89.9248,17.5793,44.6231,22.2108,30.1088,43.2373,52.7674,18.8234,29.0423,39.5955
12.0,2010 Utah St.,59.4224,116.361,95.0722,21.2893,46.0606,17.879,27.1637,29.697,55.0748,16.2877,33.4623,29.594
4.0,2010 Vanderbilt,68.4945,113.609,96.0838,17.5253,46.9673,19.3088,34.5388,34.5257,52.6107,19.2202,32.1986,48.2974
16.0,2010 Vermont,65.8979,103.697,100.573,3.12414,45.0025,20.2951,33.9681,34.4551,48.2484,20.8437,36.7763,49.4692
2.0,2010 Villanova,71.172,118.572,95.5965,22.9755,47.3854,21.2729,31.1881,49.0566,52.2959,18.7335,37.5972,43.9286
9.0,2010 Wake Forest,68.4678,106.69,91.7943,14.8954,43.7831,19.159,33.2276,38.5185,46.977,21.164,38.5702,40.7705
11.0,2010 Washington,71.3389,111.513,93.6021,17.9107,46.4968,22.1565,31.7868,44.635,49.7061,17.4899,36.6409,40.9132
2.0,2010 West Virginia,62.3139,117.329,91.5966,25.7322,46.861,20.7376,31.8774,39.1131,48.8813,18.4379,41.8169,39.6347
16.0,2010 Winthrop,63.9135,90.8904,95.0021,-4.11173,45.6722,22.9221,29.9223,39.3493,41.5842,17.9725,33.8873,35.3135
4.0,2010 Wisconsin,58.6587,115.399,89.8348,25.564,46.7844,19.9624,26.3343,36.0656,51.3714,14.9467,30.4695,32.4571
13.0,2010 Wofford,63.1377,104.267,94.8414,9.42513,46.4785,21.4176,29.0909,35.7183,49.1484,18.6007,32.9289,44.1209
6.0,2010 Xavier,68.8639,114.769,94.9437,19.8256,45.6209,17.9077,29.4436,32.8545,52.1614,17.7893,33.6956,41.9308
15.0,2011 Akron,66.2222,103.29,99.533,3.75741,46.6923,20.6142,32.6931,38.6667,49.6512,17.4169,28.3087,31.1908
16.0,2011 Alabama St.,63.859,92.3675,105.437,-13.0699,46.6809,23.5488,33.3483,52.8015,44.212,23.5488,36.5497,45.7307
5.0,2011 Arizona,65.5658,115.936,97.0522,18.8834,48.5816,18.5707,29.1988,36.5957,54.1182,18.8033,33.67,43.5562
16.0,2011 Arkansas Little Rock,64.4828,100.167,104.657,-4.48952,50.4611,20.7734,31.6832,45.5908,47.7876,17.8957,28.9806,42.5332
3.0,2011 BYU,70.3423,117.73,94.2638,23.4657,46.6572,20.2888,28.5714,33.5704,51.6085,15.149,30.8426,38.106
13.0,2011 Belmont,68.7655,112.236,93.268,18.9677,46.0862,27.525,32.4503,46.228,54.13,19.836,37.321,38.172
16.0,2011 Boston University,63.0646,102.907,103.292,-0.385171,46.0224,18.1641,33.5327,30.1887,47.2654,19.0226,33.8934,37.2654
